Data_REF;Nome Empresa;Ticker;SETOR_ATIV;1;2;3;4;5;6;7;8;9;10;11;12;Ano;Mes;12 Cluster;34 Cluster;56 Cluster;78 Cluster;910 Cluster;1112 Cluster
2023-09-30;BCO SANTANDER (BRASIL) S.A.;SANB;Bancos;90786907,59614803;88305,02900872123;88305,02900872123;45506652,32494007;90786907,59614803;1104854674,836576;90786907,59614803;-1104854674,836576;90786907,59614803;-556202250,7487488;90786907,59614803;516482884,0478601;2023;09;0,0;0,0;2,0;2,0;2,0;2,0
2023-09-30;BCO NORDESTE DO BRASIL S.A.;BNBR;Bancos;11607136,80764409;1533259,952011968;1533259,952011968;578030,1417356058;11607136,80764409;60004193,548747465;11607136,80764409;-60004193,548747465;11607136,80764409;18458702,892005686;11607136,80764409;-16188250,635049585;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO MERCANTIL DO BRASIL S.A.;BMEB;Bancos;1631796,0069100128;96989,12510486771;96989,12510486771;764001,1946501441;1631796,0069100128;22521284,113850333;1631796,0069100128;-22521284,113850333;1631796,0069100128;-2233023,9838808286;1631796,0069100128;1835205,132869226;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO MERCANTIL DE INVESTIMENTOS S.A.;BMIN;Bancos;89300,5017123609;470,11957545708356;470,11957545708356;39261,55561424997;89300,5017123609;-54179,25316159916;89300,5017123609;54179,25316159916;89300,5017123609;89967,94751197984;89300,5017123609;-330986,20931334805;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO ESTADO DO RIO GRANDE DO SUL S.A.;BRSR;Bancos;9748386,024481542;496758,99099514796;496758,99099514796;4997962,210804168;9748386,024481542;137571963,05113927;9748386,024481542;-137571963,05113927;9748386,024481542;42250033,79265477;9748386,024481542;-61637400,6521948;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO ESTADO DO PARA S.A.;BPAR;Bancos;1830762,1363040805;92440,52921786364;92440,52921786364;-112944,07442359612;1830762,1363040805;21758105,60317099;1830762,1363040805;-21758105,60317099;1830762,1363040805;5882473,356578894;1830762,1363040805;-5607876,126789257;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO ESTADO DE SERGIPE S.A. - BANESE;BGIP;Bancos;738788,1438029844;9172,958770791283;9172,958770791283;69388,94649112494;738788,1438029844;10017764,455026727;738788,1438029844;-10017764,455026727;738788,1438029844;-4787250,019211851;738788,1438029844;3411629,1419632174;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO BTG PACTUAL S.A.;BPAC;Bancos;60919305,642080784;841198,9048773696;841198,9048773696;25796857,222667344;60919305,642080784;558048935,4752018;60919305,642080784;-558048935,4752018;60919305,642080784;-523539338,8645766;60919305,642080784;538446680,4239503;2023;09;0,0;0,0;2,0;2,0;2,0;2,0
2023-09-30;BCO BRASIL S.A.;BBAS;Bancos;193497450,93502215;11054140,12013045;11054140,12013045;59477403,85855481;193497450,93502215;2721044684,1158185;193497450,93502215;-2721044684,1158185;193497450,93502215;1439820808,6395679;193497450,93502215;-1061672692,5293245;2023;09;2,0;1,0;2,0;2,0;0,0;0,0
2023-09-30;BCO BRADESCO S.A.;BBDC;Bancos;163852353,16990292;8873615,364161862;8873615,364161862;90587663,71678773;163852353,16990292;1836083350,4472785;163852353,16990292;-1836083350,4472785;163852353,16990292;731981226,2972494;163852353,16990292;-643641515,4653528;2023;09;2,0;1,0;2,0;2,0;0,0;0,0
2023-09-30;BCO AMAZONIA S.A.;BAZA;Bancos;6108061,911589701;510217,89730395575;510217,89730395575;1607443,2826865725;6108061,911589701;40447412,099488705;6108061,911589701;-40447412,099488705;6108061,911589701;15385888,071363404;6108061,911589701;-6469163,021048767;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO ALFA DE INVESTIMENTO S.A.;BRIV;Bancos;1727138,130307436;33865,334211430134;33865,334211430134;862899,6744214387;1727138,130307436;38826645,48307337;1727138,130307436;-38826645,48307337;1727138,130307436;5902359,525974202;1727138,130307436;-8763059,592827424;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO ABC BRASIL S.A.;ABCB;Bancos;5313007,310432544;233990,59713727175;233990,59713727175;217736,85097080946;5313007,310432544;60611934,35181029;5313007,310432544;-60611934,35181029;5313007,310432544;29912404,36234343;5313007,310432544;-35005578,18893835;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BANESTES S.A. - BCO EST ESPIRITO SANTO;BEES;Bancos;2174865,3929528273;177775,4751705533;177775,4751705533;214313,8779100714;2174865,3929528273;45311441,3706727;2174865,3929528273;-45311441,3706727;2174865,3929528273;23845489,766155772;2174865,3929528273;-20687538,586086698;2023;09;1,0;2,0;1,0;1,0;1,0;1,0
2023-09-30;BCO PAN S.A.;BPAN;Bancos;10470055,109034956;0,0;0,0;2492705,7246096227;10470055,109034956;77329136,25244544;10470055,109034956;-77329136,25244544;10470055,109034956;-34745887,33230837;10470055,109034956;41431390,61683115;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;BANCO BMG S/A;BMGB;Bancos;802663,376344932;0,0;0,0;40456,348976547655;802663,376344932;56425224,00928725;802663,376344932;-56425224,00928725;802663,376344932;-19522794,378032543;802663,376344932;44885529,75874403;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;ITAÚSA S.A.;ITSA;Emp. Adm. Part. - Intermediação Financeira;75949581,17781097;4592564,068904965;4592564,068904965;31395570,12864112;75949581,17781097;89978955,9667778;75949581,17781097;-89978955,9667778;75949581,17781097;-4547054,332915179;75949581,17781097;6106873,949440607;2023;09;2,0;2,0;2,0;2,0;2,0;2,0
2023-09-30;CONSORCIO ALFA DE ADMINISTRACAO S.A.;BRGE;Emp. Adm. Part. - Intermediação Financeira;1288856,881550694;47454,65960146518;47454,65960146518;706186,9960070082;1288856,881550694;1296492,816505171;1288856,881550694;-1296492,816505171;1288856,881550694;-7670,560804910228;1288856,881550694;176793,9248505954;2023;09;1,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;ALFA HOLDINGS S.A.;RPAD;Emp. Adm. Part. - Intermediação Financeira;1069104,6090423418;39678,375847909505;39678,375847909505;558399,8394027723;1069104,6090423418;1067455,1533894304;1069104,6090423418;-1067455,1533894304;1069104,6090423418;1366,7439926821708;1069104,6090423418;101110,50181864662;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;MINERVA S.A.;BEEF;Alimentos;1166995,245139251;5867721,249144363;5867721,249144363;711174,340502458;1166995,245139251;26487172,63120591;1166995,245139251;-26487172,63120591;1166995,245139251;-7313440,232673097;1166995,245139251;10017233,45033752;2023;09;1,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;MARFRIG GLOBAL FOODS S.A.;MRFG;Alimentos;10795181,65669947;6502447,3797375895;6502447,3797375895;4398568,870130318;10795181,65669947;71072434,3702852;10795181,65669947;-71072434,3702852;10795181,65669947;-15860023,717197329;10795181,65669947;10843371,140210278;2023;09;2,0;2,0;2,0;2,0;2,0;0,0
2023-09-30;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;MDIA;Alimentos;6497242,384494242;3550579,587625864;3550579,587625864;4247592,8054792695;6497242,384494242;12777172,577961633;6497242,384494242;-12777172,577961633;6497242,384494242;-2271509,456043629;6497242,384494242;6242621,023759507;2023;09;0,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;JBS S.A.;JBSS;Alimentos;61371873,60104266;22423743,17130804;22423743,17130804;13122925,277768092;61371873,60104266;126031965,95911333;61371873,60104266;-126031965,95911333;61371873,60104266;-25532185,746431112;61371873,60104266;26305831,58252409;2023;09;2,0;2,0;2,0;2,0;2,0;2,0
2023-09-30;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;MEAL;Alimentos;1683630,0698085148;37958,71719085498;37958,71719085498;1354,259231191215;1683630,0698085148;2361983,9852641253;1683630,0698085148;-2361983,9852641253;1683630,0698085148;-250472,88514168328;1683630,0698085148;-60534,82404950599;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;EXCELSIOR ALIMENTOS S.A.;BAUH;Alimentos;137814,5408759008;43520,860910447314;43520,860910447314;78290,60444670709;137814,5408759008;203693,5304713906;137814,5408759008;-203693,5304713906;137814,5408759008;-64493,61673564151;137814,5408759008;24559,082352385925;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;CONSERVAS ODERICH S.A.;ODER;Alimentos;589452,2732674761;274245,1296936884;274245,1296936884;236066,7823639844;589452,2732674761;1209806,7434380169;589452,2732674761;-1209806,7434380169;589452,2732674761;-416154,5743789042;589452,2732674761;934980,7910061954;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;ZAMP SA;BKBR;Alimentos;2224492,4024764877;1833203,8694530122;1833203,8694530122;-213518,50567595707;2224492,4024764877;4070479,809597345;2224492,4024764877;-4070479,809597345;2224492,4024764877;-1195314,4122806466;2224492,4024764877;1994919,9463364538;2023;09;0,0;0,0;1,0;1,0;1,0;1,0
2023-09-30;MINUPAR PARTICIPACOES S.A.;MNPR;Emp. Adm. Part. - Alimentos;-1220,388385668437;23140,681218788824;23140,681218788824;10366,810540449405;-1220,388385668437;34988,277116593425;-1220,388385668437;-34988,277116593425;-1220,388385668437;-3006,9536869288568;-1220,388385668437;12559,653856499524;2023;09;2,0;2,0;2,0;2,0;2,0;2,0
2023-09-30;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;JOPA;Emp. Adm. Part. - Alimentos;576030,8806259116;889141,3587880629;889141,3587880629;309178,37221583445;576030,8806259116;2547164,0100370045;576030,8806259116;-2547164,0100370045;576030,8806259116;-1000294,1081943784;576030,8806259116;2043691,005122193;2023;09;1,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;BRF S.A.;BRFS;Emp. Adm. Part. - Alimentos;18867409,236967694;18142232,292492937;18142232,292492937;2062385,149899186;18867409,236967694;76370596,28531517;18867409,236967694;-76370596,28531517;18867409,236967694;-35812294,12678194;18867409,236967694;25354375,21596986;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;NATURA &CO HOLDING S.A.;NTCO;Farmacêutico e Higiene;-9895455,495064273;-1050339,9640359655;-1050339,9640359655;2581963,38217339;-9895455,495064273;-6540514,259073429;-9895455,495064273;6540514,259073429;-9895455,495064273;-3270369,525474147;-9895455,495064273;1493000,6712169498;2023;09;2,0;2,0;2,0;2,0;2,0;2,0
2023-09-30;HYPERA S.A.;HYPE;Farmacêutico e Higiene;11395595,692297952;3226499,308301037;3226499,308301037;4867282,655676174;11395595,692297952;33460021,87557435;11395595,692297952;-33460021,87557435;11395595,692297952;-5831868,917989514;11395595,692297952;5965578,843392268;2023;09;1,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;BIOMM S.A.;BIOM;Farmacêutico e Higiene;206825,64451487566;57366,365767079915;57366,365767079915;0,0;206825,64451487566;380181,84991287015;206825,64451487566;-380181,84991287015;206825,64451487566;-95165,09026534786;206825,64451487566;224904,98425462114;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;BOMBRIL S.A.;BOBR;Farmacêutico e Higiene;0,0;483239,7824796434;483239,7824796434;-306,06103806082814;0,0;1336038,180855384;0,0;-1403936,1272395262;0,0;-829728,8020496934;0,0;646970,2429267748;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;IGUA SANEAMENTO S.A.;IGSN;Saneamento, Serv. Água e Gás;6394038,998515587;1137,3423599161395;1137,3423599161395;21738,63270770218;6394038,998515587;9267140,751048293;6394038,998515587;-9267140,751048293;6394038,998515587;-221170,32337794447;6394038,998515587;1284596,6046218325;2023;09;2,0;1,0;1,0;1,0;0,0;1,0
2023-09-30;CIA SANEAMENTO DO PARANA - SANEPAR;SAPR;Saneamento, Serv. Água e Gás;9725179,318307254;1510530,1484049114;1510530,1484049114;3809408,3173960694;9725179,318307254;18612260,994984567;9725179,318307254;-18612260,994984567;9725179,318307254;-1274984,6528339074;9725179,318307254;3431456,084351994;2023;09;0,0;0,0;2,0;2,0;2,0;2,0
2023-09-30;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;CSMG;Saneamento, Serv. Água e Gás;7318902,814615992;1848867,315400653;1848867,315400653;4108644,271872812;7318902,814615992;13541881,10648505;7318902,814615992;-13541881,10648505;7318902,814615992;-2256900,6201464147;7318902,814615992;2045793,860241463;2023;09;1,0;0,0;1,0;1,0;1,0;2,0
2023-09-30;CIA SANEAMENTO BASICO EST SAO PAULO;SBSP;Saneamento, Serv. Água e Gás;30905107,831284493;6259165,277683644;6259165,277683644;12060380,965103833;30905107,831284493;59989780,223325826;30905107,831284493;-59989780,223325826;30905107,831284493;-4212178,996384282;30905107,831284493;7233287,050905026;2023;09;0,0;0,0;2,0;2,0;2,0;2,0
2023-09-30;CIA DISTRIB DE GAS DO RIO DE JANEIRO-CEG;CEGR;Saneamento, Serv. Água e Gás;907718,6791473423;1864279,9168089987;1864279,9168089987;164794,36164761806;907718,6791473423;4191451,7709490927;907718,6791473423;-4191451,7709490927;907718,6791473423;-1237218,7894498305;907718,6791473423;1423536,9783122079;2023;09;1,0;2,0;0,0;0,0;0,0;0,0
2023-09-30;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;CASN;Saneamento, Serv. Água e Gás;2326890,9528378453;352697,4893740615;352697,4893740615;664946,3800907382;2326890,9528378453;4335590,640547765;2326890,9528378453;-4335590,640547765;2326890,9528378453;-608917,5914666192;2326890,9528378453;380446,1066783786;2023;09;2,0;1,0;0,0;0,0;0,0;1,0
2023-09-30;AMBIPAR PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;AMBP;Saneamento, Serv. Água e Gás;2337605,398268482;238571,53679653862;238571,53679653862;179002,99134199487;2337605,398268482;8578275,887445845;2337605,398268482;-8578275,887445845;2337605,398268482;47283,05627705499;2337605,398268482;-2537190,926406949;2023;09;2,0;1,0;0,0;0,0;0,0;1,0
2023-09-30;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;ORVR;Saneamento, Serv. Água e Gás;449538,4060606771;-42901,54498834765;-42901,54498834765;0,0;449538,4060606771;1944592,0923077893;449538,4060606771;-1944592,0923077893;449538,4060606771;81678,84428904434;449538,4060606771;-1035971,0111887872;2023;09;2,0;0,0;0,0;0,0;0,0;1,0
2023-09-30;PADTEC HOLDING S.A.;PDTC;Emp. Adm. Part. - Telecomunicações;331944,694002715;9879,548554399875;9879,548554399875;0,0;331944,694002715;352411,4792078959;331944,694002715;-352411,4792078959;331944,694002715;3392,326675798018;331944,694002715;3023,286491464536;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;QUALITY SOFTWARE S.A.;QUSW;Emp. Adm. Part. - Comunicação e Informática;71267531,12116733;13704401,935668457;13704401,935668457;43588405,6278378;71267531,12116733;252283394,0383441;71267531,12116733;-252283394,0383441;71267531,12116733;-100871986,17711465;71267531,12116733;33411196,201355886;2023;09;2,0;2,0;2,0;2,0;2,0;2,0
2023-09-30;ELETROMIDIA S.A.;ELMD;Emp. Adm. Part. - Comunicação e Informática;-1347390,0303030196;-207987,8138528193;-207987,8138528193;-76035,74458873094;-1347390,0303030196;-131996,69696970016;-1347390,0303030196;131996,69696970016;-1347390,0303030196;-1123258,3463203341;-1347390,0303030196;-2437005,1428571455;2023;09;1,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;ATMA PARTICIPAÇÕES S.A. - EM RECUPERAÇÃO JUDICIAL;ATMP;Emp. Adm. Part. - Comunicação e Informática;368932,52451144374;7814,013887765368;7814,013887765368;14972,320052096678;368932,52451144374;468605,55169057404;368932,52451144374;-468605,55169057404;368932,52451144374;-110254,053498064;368932,52451144374;183674,39136779748;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;REDE D'OR SÃO LUIZ S.A.;RDOR;Serviços Médicos;-16080427,276056593;2409175,725940772;2409175,725940772;-3395597,7914309017;-16080427,276056593;31388823,181706853;-16080427,276056593;-31388823,181706853;-16080427,276056593;-17037588,806970786;-16080427,276056593;-2435387,6041736426;2023;09;0,0;1,0;1,0;1,0;1,0;1,0
2023-09-30;ODONTOPREV S.A.;ODPV;Serviços Médicos;1128213,9281477001;476615,4843089869;476615,4843089869;-114559,7951434151;1128213,9281477001;2216256,265079487;1128213,9281477001;-2216256,265079487;1128213,9281477001;-808097,8392357993;1128213,9281477001;204833,040895921;2023;09;2,0;2,0;2,0;2,0;2,0;1,0
2023-09-30;MPM CORPÓREOS S.A.;ESPA;Serviços Médicos;-1255663,2857142808;-112534,02597402962;-112534,02597402962;-141149,06493506106;-1255663,2857142808;1735596,9350649305;-1255663,2857142808;-1735596,9350649305;-1255663,2857142808;-164188,65367965327;-1255663,2857142808;-460091,46320346335;2023;09;2,0;2,0;2,0;2,0;2,0;1,0
2023-09-30;INSTITUTO HERMES PARDINI S.A.;PARD;Serviços Médicos;1254706,7251181128;524111,63679289416;524111,63679289416;233279,24849021144;1254706,7251181128;2456013,53783668;1254706,7251181128;-2456013,53783668;1254706,7251181128;-777564,5757773822;1254706,7251181128;245553,5611310798;2023;09;2,0;2,0;2,0;2,0;2,0;1,0
2023-09-30;HOSPITAL MATER DEI S.A.;MATD;Serviços Médicos;9372474,071428599;1259377,3015872978;1259377,3015872978;801957,5793650988;9372474,071428599;-1173688,1825396079;9372474,071428599;1173688,1825396079;9372474,071428599;-377140,6984127028;9372474,071428599;16820116,71428587;2023;09;0,0;0,0;2,0;2,0;2,0;0,0
2023-09-30;HAPVIDA PARTICIPAÇÕES E INVESTIMENTOS S.A.;HAPV;Serviços Médicos;148681321,71079355;86297,03973635592;86297,03973635592;1325897,1572649977;148681321,71079355;162818248,55196363;148681321,71079355;-162818248,55196363;148681321,71079355;-1545612,964619913;148681321,71079355;766860,7174135775;2023;09;1,0;2,0;0,0;0,0;0,0;2,0
2023-09-30;FLEURY S.A.;FLRY;Serviços Médicos;2316920,303794495;1173266,15722191;1173266,15722191;334367,3677618039;2316920,303794495;8589483,778709242;2316920,303794495;-8589483,778709242;2316920,303794495;-914382,8201201863;2316920,303794495;1860255,731849714;2023;09;0,0;0,0;2,0;2,0;2,0;1,0
2023-09-30;DIAGNOSTICOS DA AMERICA S.A.;DASA;Serviços Médicos;11468475,96970844;1538374,3176339876;1538374,3176339876;-880731,2178168099;11468475,96970844;28510332,975208513;11468475,96970844;-28510332,975208513;11468475,96970844;-4702978,150471399;11468475,96970844;4828422,512846786;2023;09;0,0;1,0;1,0;1,0;1,0;0,0
2023-09-30;CENTRO DE IMAGEM DIAGNOSTICOS S.A.;AALR;Serviços Médicos;1135466,8138741006;89778,82964327856;89778,82964327856;-45622,98856825765;1135466,8138741006;2344189,7489623157;1135466,8138741006;-2344189,7489623157;1135466,8138741006;-309027,65216068097;1135466,8138741006;79082,34954811193;2023;09;2,0;2,0;2,0;2,0;2,0;1,0
2023-09-30;PETROLEO BRASILEIRO S.A. PETROBRAS;PETR;Petróleo e Gás;585430721,8522937;249285318,6165157;249285318,6165157;300499751,16480196;585430721,8522937;1510466214,6077213;585430721,8522937;-1510466214,6077213;585430721,8522937;-267054321,18739346;585430721,8522937;263035785,75708944;2023;09;2,0;1,0;2,0;2,0;2,0;0,0
2023-09-30;PETRO RIO S.A.;PRIO;Petróleo e Gás;15581992,271625005;1413801,4924223186;1413801,4924223186;436257,3532373233;15581992,271625005;15943789,280871551;15581992,271625005;-15943789,280871551;15581992,271625005;-22169,212778721616;15581992,271625005;-605800,7157488207;2023;09;0,0;2,0;0,0;0,0;1,0;2,0
2023-09-30;OCEANPACT SERVIÇOS MARITIMOS S.A.;OPCT;Petróleo e Gás;-1381948,9999999744;323175,506493509;323175,506493509;30461,25541125551;-1381948,9999999744;-485239,8831169135;-1381948,9999999744;485239,8831169135;-1381948,9999999744;-697508,6796536826;-1381948,9999999744;627440,147186066;2023;09;1,0;2,0;1,0;1,0;0,0;1,0
2023-09-30;3R PETROLEUM ÓLEO E GÁS S.A.;RRRP;Petróleo e Gás;2743689,735930795;3024786,220779217;3024786,220779217;0,0;2743689,735930795;10299838,922077915;2743689,735930795;-10299838,922077915;2743689,735930795;-571194,6450216408;2743689,735930795;-2465629,7489177245;2023;09;1,0;0,0;1,0;1,0;0,0;2,0
2023-09-30;REFINARIA DE PETROLEOS MANGUINHOS S.A.;RPMG;Petróleo e Gás;0,0;1824129,4771637036;1824129,4771637036;3161,1733107234513;0,0;7010570,138341792;0,0;-7010570,138341792;0,0;-10522051,38158252;0,0;6610570,088147085;2023;09;0,0;0,0;0,0;0,0;0,0;0,0
2023-09-30;VESTE S.A. ESTILO;LLIS;Emp. Adm. Part. - Comércio (Atacado e Varejo);-3132294,8691775315;252952,08523998735;252952,08523998735;-783877,1546475098;-3132294,8691775315;-1792225,0665109581;-3132294,8691775315;1792225,0665109581;-3132294,8691775315;102997,14833990682;-3132294,8691775315;-6963,228362830239;2023;09;0,0;0,0;2,0;2,0;0,0;0,0
2023-09-30;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;OFSA;Emp. Adm. Part. - Comércio (Atacado e Varejo);981299,9373837012;47220,66020542529;47220,66020542529;308152,60111811466;981299,9373837012;972666,558669802;981299,9373837012;-972666,558669802;981299,9373837012;8939,391253092983;981299,9373837012;6652,1079537178375;2023;09;0,0;0,0;2,0;2,0;0,0;0,0
2023-09-30;GRUPO MATEUS S.A.;GMAT;Emp. Adm. Part. - Comércio (Atacado e Varejo);-6938,826839640737;1146152,3160173213;1146152,3160173213;243465,6623377474;-6938,826839640737;54115,89610392228;-6938,826839640737;-54115,89610392228;-6938,826839640737;-25894,33333333314;-6938,826839640737;-999136,7402598164;2023;09;0,0;0,0;2,0;2,0;0,0;0,0
2023-09-30;BR MALLS PARTICIPACOES S.A.;BRML;Emp. Adm. Part. - Comércio (Atacado e Varejo);11328467,1736186;100553,93352250077;100553,93352250077;4127369,1176038086;11328467,1736186;18020737,12880204;11328467,1736186;-18020737,12880204;11328467,1736186;-992963,5624631157;11328467,1736186;1054439,8449417595;2023;09;1,0;2,0;0,0;0,0;1,0;1,0
