CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;480852000.00;2021-06-30
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;986103079.28;2021-08-31
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;527136000.00;2021-09-30
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;1123392325.15;2021-11-30
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;499320000.00;2021-12-30
00.000.000/0001-91;2022-01-01;23;127089;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;1296029951.98;2022-03-11
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;43994444.79;2020-03-11
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;46127824.24;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18952729.87;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;3680097.77;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7317947.60;2019-12-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1197902.22;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;2382052.40;2019-12-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;6169270.14;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;15014987.94;2019-10-10
00.000.208/0001-00;2022-01-01;19;127097;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;14320555.21;2020-03-11
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;9142137.11;2020-12-23
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;12798174.89;2021-03-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;19274732.08;2020-06-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;16628400.98;2020-09-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;22872020.76;2020-12-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;7445031.70;2020-12-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;5412681.88;2020-09-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;6274084.52;2020-06-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;4165911.63;2021-03-09
00.000.208/0001-00;2022-01-01;19;127097;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;2975841.15;2020-12-23
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;33610974.18;2021-06-10
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;41519113.13;2021-12-09
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;49997208.88;2022-03-18
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;35697363.90;2021-09-10
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;13395834.62;2021-12-09
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;4360454.86;2021-12-09
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;11619786.87;2021-09-10
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;16274504.50;2022-03-18
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;13514814.21;2021-12-09
00.000.208/0001-00;2022-01-01;19;127097;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;10940649.73;2021-06-10
00.001.180/0001-26;2022-01-01;28;127025;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;2050357000.00;2020-09-09
00.001.180/0001-26;2022-01-01;28;127025;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;330000.00;2020-09-09
00.001.180/0001-26;2022-01-01;28;127025;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;489880000.00;2020-09-09
00.001.180/0001-26;2022-01-01;28;127025;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1216366820.78;2021-12-31
00.001.180/0001-26;2022-01-01;28;127025;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;152524.04;2021-12-31
00.001.180/0001-26;2022-01-01;28;127025;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;290619325.38;2021-12-31
00.001.180/0001-26;2022-01-01;28;127025;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;922530957.06;2022-12-31
00.001.180/0001-26;2022-01-01;28;127025;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;292596.41;2022-12-31
00.001.180/0001-26;2022-01-01;28;127025;2021-01-01;2021-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;418134934.03;2022-12-31
00.070.698/0001-11;2022-01-01;5;125544;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;11984245.08;2020-12-30
00.070.698/0001-11;2022-01-01;5;125544;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;5155193.39;2020-12-30
00.070.698/0001-11;2022-01-01;5;125544;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;10861492.77;2020-12-30
00.070.698/0001-11;2022-01-01;5;125544;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;265111960.29;2021-05-14
00.070.698/0001-11;2022-01-01;5;125544;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;48452660.01;2021-05-14
00.070.698/0001-11;2022-01-01;5;125544;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;240274762.37;2021-05-14
00.070.698/0001-11;2022-01-01;5;125544;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;543302055.34;2022-06-24
00.070.698/0001-11;2022-01-01;5;125544;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;99295519.30;2022-06-24
00.070.698/0001-11;2022-01-01;5;125544;2021-01-01;2021-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;492402425.36;2022-06-24
00.080.671/0001-00;2022-01-01;3;120092;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;1782999.99;2019-05-02
00.080.671/0001-00;2022-01-01;3;120092;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;12000000.00;2020-12-22
00.080.671/0001-00;2022-01-01;3;120092;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;45000000.00;2021-12-22
00.192.769/0001-59;2022-01-01;1;116220;2019-01-01;2019-12-31;Ordinária;;;0.00;
00.192.769/0001-59;2022-01-01;1;116220;2020-01-01;2020-12-31;Ordinária;;;0.00;
00.192.769/0001-59;2022-01-01;1;116220;2021-01-01;2021-12-31;Ordinária;;;0.00;
00.194.724/0001-13;2022-01-01;3;126044;2021-01-01;2021-12-31;Ordinária;;Outros;27972059.75;2021-05-26
00.194.724/0001-13;2022-01-01;3;126044;2021-01-01;2021-12-31;Ordinária;;Outros;9517080.82;2021-09-22
00.194.724/0001-13;2022-01-01;3;126044;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;14637169.83;2021-09-22
00.194.724/0001-13;2022-01-01;3;126044;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;43020732.63;2021-05-26
00.242.184/0001-04;2022-01-01;7;126992;2020-01-01;2020-12-31;Ordinária;;;0.00;
00.242.184/0001-04;2022-01-01;7;126992;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;24621012.67;2021-05-19
00.242.184/0001-04;2022-01-01;7;126992;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;23257000.00;2021-11-30
00.242.184/0001-04;2022-01-01;7;126992;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;7282000.00;
00.359.742/0001-08;2022-01-01;5;125676;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2928692.56;2021-05-07
00.359.742/0001-08;2022-01-01;5;125676;2020-01-01;2020-12-31;Ordinária;;Outros;3341005.64;2021-05-07
00.359.742/0001-08;2022-01-01;5;125676;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;1441612.60;2022-05-20
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6636346.76;2019-03-04
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6636346.71;2019-07-05
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6636345.63;2019-10-08
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6636346.43;2020-01-08
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;6176569.67;2019-10-08
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;6176570.67;2019-07-05
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;6176570.72;2019-03-04
00.416.968/0001-01;2022-01-01;11;122285;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;6176570.41;2020-01-08
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;8867798.88;2021-03-30
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;8438703.66;2020-04-08
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;8434649.41;2020-07-03
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;11539910.06;2020-08-20
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;10715178.18;2020-08-20
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;7831843.65;2020-07-03
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;7868605.92;2020-04-08
00.416.968/0001-01;2022-01-01;11;122285;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;8820333.12;2021-03-30
00.416.968/0001-01;2022-01-01;11;122285;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;15601230.28;2021-08-02
00.416.968/0001-01;2022-01-01;11;122285;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;15517724.91;2021-08-02
00.545.378/0001-70;2022-01-01;5;128228;2021-01-01;2021-12-31;Ordinária;;;0.00;
00.622.416/0001-41;2022-01-01;10;123211;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;2148696.35;2020-04-16
00.622.416/0001-41;2022-01-01;10;123211;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
00.622.416/0001-41;2022-01-01;10;123211;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;0.00;
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7452358.22;2019-11-22
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;21181817.29;2019-11-22
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6885844.08;2019-11-22
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;22819831.31;2020-08-27
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;924164.62;2020-08-27
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;6082192.37;2020-08-27
00.644.907/0001-93;2022-01-01;5;125817;2019-01-01;2019-12-31;Preferencial;Preferencial Classe R;Juros Sobre Capital Próprio;3125557.87;2019-11-22
00.644.907/0001-93;2022-01-01;5;125817;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;18886535.93;2021-06-18
00.644.907/0001-93;2022-01-01;5;125817;2020-01-01;2020-12-31;Preferencial;Preferencial Classe R;Juros Sobre Capital Próprio;3125557.87;2021-06-18
00.644.907/0001-93;2022-01-01;5;125817;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;16279954.23;
00.743.065/0001-27;2022-01-01;1;115698;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;6500000.00;
00.743.065/0001-27;2022-01-01;1;115698;2020-12-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;15500000.00;2021-04-30
00.743.065/0001-27;2022-01-01;1;115698;2020-12-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;9400000.00;2021-04-30
00.743.065/0001-27;2022-01-01;1;115698;2020-12-01;2020-12-31;Ordinária;;Dividendo Obrigatório;67448948.16;2021-04-30
00.743.065/0001-27;2022-01-01;1;115698;2020-12-01;2020-12-31;Ordinária;;Outros;68220000.00;2021-04-30
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;138000000.00;2021-07-02
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;26000000.00;2021-07-02
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;287837895.58;2021-10-07
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;17000000.00;2021-10-07
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;9500000.00;2022-03-24
00.743.065/0001-27;2022-01-01;1;115698;2021-01-01;2021-12-31;Ordinária;;Outros;273292465.00;2022-03-24
00.776.574/0001-56;2022-01-01;16;127140;2019-01-01;2019-12-31;Ordinária;;;0.00;
00.776.574/0001-56;2022-01-01;16;127140;2020-01-01;2020-12-31;Ordinária;;;0.00;
00.776.574/0001-56;2022-01-01;16;127140;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;516604922.52;2022-03-09
00.864.214/0001-06;2022-01-01;20;127076;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;48383612.03;2020-04-03
00.864.214/0001-06;2022-01-01;20;127076;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;32658938.12;2019-08-23
00.864.214/0001-06;2022-01-01;20;127076;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;45730136.39;2019-08-23
00.864.214/0001-06;2022-01-01;20;127076;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;67748350.21;2020-04-03
00.864.214/0001-06;2022-01-01;20;127076;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;166318666.36;2021-04-03
00.864.214/0001-06;2022-01-01;20;127076;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;42335660.53;2020-08-26
00.864.214/0001-06;2022-01-01;20;127076;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;59279806.43;2020-08-26
00.864.214/0001-06;2022-01-01;20;127076;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;232884953.84;2021-04-03
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Ordinária;;Outros;5651243.37;2019-05-22
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Ordinária;;Outros;5355166.46;2019-08-20
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Ordinária;;Outros;6155261.37;2019-11-19
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Ordinária;;Outros;3205347.06;2019-12-10
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Ordinária;;Outros;3005089.34;2020-04-17
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;2553087.83;2020-04-17
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;2723224.39;2019-12-10
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;5229436.17;2019-11-19
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;4549685.15;2019-08-20
00.938.574/0001-05;2022-01-01;7;126918;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;4801228.53;2019-05-22
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Ordinária;;Outros;3533394.22;2020-05-08
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Ordinária;;Outros;1391638.63;2020-08-14
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Ordinária;;Outros;3306395.07;2020-11-12
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Ordinária;;Outros;2426213.57;2020-12-24
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Ordinária;;Outros;1286397.81;2021-03-19
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Preferencial;;Outros;2809073.57;2020-11-12
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Outros;1182319.48;2020-08-14
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Outros;1092908.14;2021-03-19
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Outros;2061281.92;2020-12-24
00.938.574/0001-05;2022-01-01;7;126918;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Outros;3001929.31;2020-05-08
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Ordinária;;Outros;3571072.06;2022-03-09
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Ordinária;;Outros;7031380.76;2021-11-11
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Ordinária;;Outros;3846416.47;2021-12-10
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Ordinária;;Outros;5698649.56;2021-08-10
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;4841504.26;2021-08-10
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;3267869.26;2021-12-10
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;5973776.69;2021-11-11
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;3033939.96;2022-03-09
00.938.574/0001-05;2022-01-01;7;126918;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Outros;8305158.78;2021-05-25
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;78100000.00;2019-11-18
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;42000000.00;2019-11-18
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;57100000.00;2020-02-13
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;24177000.00;2020-02-13
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;216973000.00;2019-06-27
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7194000.00;2019-09-27
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;147800000.00;2019-06-27
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;134100000.00;2019-09-27
01.027.058/0001-91;2022-01-01;20;126320;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;2000000.00;2019-09-27
01.027.058/0001-91;2022-01-01;20;126320;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;14950598.79;2021-02-17
01.027.058/0001-91;2022-01-01;20;126320;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;151470539.77;2021-02-17
01.027.058/0001-91;2022-01-01;20;126320;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;235760000.00;2022-02-11
01.027.058/0001-91;2022-01-01;20;126320;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;85151121.21;2021-05-13
01.027.058/0001-91;2022-01-01;20;126320;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;63675046.23;2021-08-19
01.027.058/0001-91;2022-01-01;20;126320;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;74803162.22;2021-11-26
01.083.200/0001-18;2022-01-01;9;126025;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;217695000.00;2020-03-26
01.083.200/0001-18;2022-01-01;9;126025;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;338000000.00;2019-08-07
01.083.200/0001-18;2022-01-01;9;126025;2020-01-01;2020-12-31;Ordinária;;Dividendo Prioritário Mínimo;200699149.51;2021-12-21
01.083.200/0001-18;2022-01-01;9;126025;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;266648000.00;2021-04-30
01.083.200/0001-18;2022-01-01;9;126025;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;278402000.00;2020-12-10
01.083.200/0001-18;2022-01-01;9;126025;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;160000000.00;2022-03-30
01.083.200/0001-18;2022-01-01;9;126025;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;170708163.00;2021-12-21
01.083.200/0001-18;2022-01-01;9;126025;2021-01-01;2021-12-31;Ordinária;;Dividendo Prioritário Mínimo;642268208.59;2022-12-31
01.104.937/0001-70;2022-01-01;2;125970;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;6971000.00;2021-05-03
01.104.937/0001-70;2022-01-01;2;125970;2020-01-01;2020-12-31;Ordinária;;Outros;9251000.00;2021-05-03
