CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
02.998.301/0001-81;2022-01-01;7;127247;2020-01-01;2020-12-31;Ordinária;;Dividendo Prioritário Fixo;92541000.00;2021-06-25
02.998.301/0001-81;2022-01-01;7;127247;2020-01-01;2020-12-31;Preferencial;;Dividendo Prioritário Fixo;185083000.00;2021-06-25
02.998.301/0001-81;2022-01-01;7;127247;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;35333000.00;2021-03-30
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;84463000.00;2019-12-03
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;145009000.00;2019-08-19
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;87473000.00;2019-12-03
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;42219000.00;2020-01-20
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;65626000.00;2020-01-20
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;135917000.00;2019-12-03
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;225406000.00;2019-08-19
02.998.611/0001-04;2022-01-01;8;126090;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;131292000.00;2019-12-03
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;205310000.00;2021-05-21
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;134668000.00;2020-11-13
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;45411000.00;2021-01-18
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;39148000.00;2020-07-16
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;58852000.00;2020-04-29
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;170625000.00;2021-01-18
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;265223000.00;2021-01-18
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;91481000.00;2020-04-29
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;70589000.00;2021-01-18
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;209331000.00;2020-11-13
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;319140000.00;2021-05-21
02.998.611/0001-04;2022-01-01;8;126090;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;60852000.00;2020-07-16
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;44854000.00;2022-01-18
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;129625000.00;2021-07-15
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;136549000.00;2021-11-17
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;201428000.00;2021-11-17
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;313104000.00;2021-11-17
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;69723000.00;2022-01-18
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;201492000.00;2021-07-15
02.998.611/0001-04;2022-01-01;8;126090;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;212255000.00;2021-11-17
03.014.553/0001-91;2022-01-01;5;127007;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
03.014.553/0001-91;2022-01-01;5;127007;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;7151119.00;2021-08-31
03.014.553/0001-91;2022-01-01;5;127007;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;3242500.94;
03.220.438/0001-73;2022-01-01;7;127055;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;322523427.18;2019-12-31
03.220.438/0001-73;2022-01-01;7;127055;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;547571000.00;2020-12-31
03.220.438/0001-73;2022-01-01;7;127055;2021-01-01;2021-12-31;Ordinária;;;704041270.40;2022-12-31
03.342.704/0001-30;2022-01-01;16;124104;2019-01-01;2019-12-31;Ordinária;;;0.00;
03.342.704/0001-30;2022-01-01;16;124104;2020-01-01;2020-12-31;Ordinária;;;0.00;
03.342.704/0001-30;2022-01-01;16;124104;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;40563972.58;2022-05-10
03.342.704/0001-30;2022-01-01;16;124104;2022-01-01;2022-12-31;Ordinária;;;0.00;
03.378.521/0001-75;2022-01-01;22;127408;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
03.378.521/0001-75;2022-01-01;22;127408;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;164331478.67;2021-07-30
03.378.521/0001-75;2022-01-01;22;127408;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;94512068.65;2022-12-31
03.467.321/0001-99;2022-01-01;11;127078;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;52269671.54;2019-12-10
03.467.321/0001-99;2022-01-01;11;127078;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;4373140.38;2019-12-10
03.467.321/0001-99;2022-01-01;11;127078;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;94814123.80;2019-06-28
03.467.321/0001-99;2022-01-01;11;127078;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;264425789.14;2021-03-26
03.467.321/0001-99;2022-01-01;11;127078;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;182134938.64;2021-03-26
03.467.321/0001-99;2022-01-01;11;127078;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;81402941.56;2020-11-26
03.467.321/0001-99;2022-01-01;11;127078;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;65723334.73;2021-12-09
03.467.321/0001-99;2022-01-01;11;127078;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;166494081.48;2021-08-27
03.467.321/0001-99;2022-01-01;11;127078;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;316130651.80;2021-08-27
03.467.321/0001-99;2022-01-01;11;127078;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;124792187.58;2021-12-09
03.467.321/0001-99;2022-01-01;11;127078;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;130561553.18;2022-06-23
03.767.538/0001-14;2022-01-01;4;125866;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;251419.92;2020-12-31
03.767.538/0001-14;2022-01-01;4;125866;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;335067.38;2021-12-31
03.767.538/0001-14;2022-01-01;4;125866;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;920826.55;2022-12-31
03.802.115/0001-98;2022-01-01;12;127091;2019-01-01;2019-12-31;Ordinária;;;1387000.00;2020-01-07
03.802.115/0001-98;2022-01-01;12;127091;2020-01-01;2020-12-31;Ordinária;;;4092000.00;2021-02-03
03.802.115/0001-98;2022-01-01;12;127091;2021-01-01;2021-12-31;Ordinária;;Outros;0.00;
03.847.461/0001-92;2022-01-01;6;125994;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;88771236.77;
03.847.461/0001-92;2022-01-01;6;125994;2019-01-01;2019-12-31;Preferencial;;Juros Sobre Capital Próprio;180527823.44;2020-08-20
03.847.461/0001-92;2022-01-01;6;125994;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;126911578.40;2020-11-19
03.847.461/0001-92;2022-01-01;6;125994;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;95595734.30;2020-11-19
03.847.461/0001-92;2022-01-01;6;125994;2020-01-01;2020-12-31;Preferencial;;Juros Sobre Capital Próprio;194404265.70;2020-11-19
03.847.461/0001-92;2022-01-01;6;125994;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;258088421.60;2020-11-19
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;758173065.00;2021-12-29
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;80761913.69;2021-05-12
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;91145588.00;2021-07-26
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;185354412.00;2021-07-26
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Preferencial;;Juros Sobre Capital Próprio;164238086.31;2021-05-12
03.847.461/0001-92;2022-01-01;6;125994;2021-01-01;2021-12-31;Preferencial;;Dividendo Obrigatório;1541826935.00;2021-12-29
03.853.896/0001-40;2022-01-01;10;125073;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
03.853.896/0001-40;2022-01-01;10;125073;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
03.853.896/0001-40;2022-01-01;10;125073;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;141084000.00;2021-04-30
03.853.896/0001-40;2022-01-01;10;125073;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;2171650000.00;
03.983.431/0001-03;2022-01-01;8;125441;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;236000000.00;2020-09-23
03.983.431/0001-03;2022-01-01;8;125441;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;117491000.00;2020-09-23
03.983.431/0001-03;2022-01-01;8;125441;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;162366000.00;2021-06-23
03.983.431/0001-03;2022-01-01;8;125441;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;423215929.92;2021-06-23
03.983.431/0001-03;2022-01-01;8;125441;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;454811000.00;
03.983.431/0001-03;2022-01-01;8;125441;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;803188744.94;
04.032.433/0001-80;2022-01-01;13;126515;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.065.791/0001-99;2022-01-01;9;126512;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
04.065.791/0001-99;2022-01-01;9;126512;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;1385000.00;2021-05-17
04.065.791/0001-99;2022-01-01;9;126512;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;5638279.03;2022-05-16
04.065.791/0001-99;2022-03-31;1;113796;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;648046.00;2019-05-21
04.065.791/0001-99;2022-03-31;1;113796;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;2020-05-21
04.065.791/0001-99;2022-03-31;1;113796;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;1385000.00;2021-05-17
04.200.649/0001-07;2022-01-01;32;122894;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.200.649/0001-07;2022-01-01;32;122894;2020-01-01;2020-12-31;Ordinária;;;1107.33;2021-04-01
04.423.567/0001-21;2022-01-01;17;127252;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.423.567/0001-21;2022-01-01;17;127252;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.423.567/0001-21;2022-01-01;17;127252;2021-01-01;2021-12-31;Ordinária;;;0.00;
04.437.534/0001-30;2022-01-01;10;123339;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;42028000.00;2020-12-31
04.437.534/0001-30;2022-01-01;10;123339;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;31516000.00;2021-03-01
04.437.534/0001-30;2022-01-01;10;123339;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;113227404.00;
04.752.991/0001-10;2022-01-01;9;126082;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.752.991/0001-10;2022-01-01;9;126082;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.752.991/0001-10;2022-01-01;9;126082;2021-01-01;2021-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2022-01-01;3;122589;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2022-01-01;3;122589;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.821.041/0001-08;2022-01-01;3;122589;2021-01-01;2021-12-31;Ordinária;;;0.00;
04.895.728/0001-80;2022-01-01;6;127135;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;154323440.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;151677.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;75976.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2019-01-01;2019-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;84087.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;154323440.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;440924113.80;2020-12-10
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;433363.20;2020-12-10
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;151677.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;75976.00;2020-06-24
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;217074.60;2020-12-10
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;240249.80;2020-12-10
04.895.728/0001-80;2022-01-01;6;127135;2020-01-01;2020-12-31;Preferencial;Preferencial Classe C;Dividendo Obrigatório;84087.00;2020-06-24
04.902.979/0001-44;2022-01-01;11;127107;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;105028495.54;2020-04-17
04.902.979/0001-44;2022-01-01;11;127107;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;76479479.56;2021-05-05
04.902.979/0001-44;2022-01-01;11;127107;2021-01-01;2021-12-31;Ordinária;;;196483391.40;2022-05-11
04.912.242/0001-02;2022-01-01;1;115915;2019-01-01;2019-12-31;Ordinária;;;0.00;
04.912.242/0001-02;2022-01-01;1;115915;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;;0.00;
04.912.242/0001-02;2022-01-01;1;115915;2020-01-01;2020-12-31;Ordinária;;;0.00;
04.912.242/0001-02;2022-01-01;1;115915;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;;0.00;
04.912.242/0001-02;2022-01-01;1;115915;2021-01-01;2021-12-31;Ordinária;;;0.00;
04.912.242/0001-02;2022-01-01;1;115915;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;0.00;
04.913.711/0001-08;2022-01-01;17;127158;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;20850821.53;2019-05-06
04.913.711/0001-08;2022-01-01;17;127158;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18620230.50;2019-07-12
04.913.711/0001-08;2022-01-01;17;127158;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18642114.09;2019-11-14
04.913.711/0001-08;2022-01-01;17;127158;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;21321185.13;2019-12-19
04.913.711/0001-08;2022-01-01;17;127158;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;114996687.55;2020-05-07
04.913.711/0001-08;2022-01-01;17;127158;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;13682203.39;2020-10-21
04.913.711/0001-08;2022-01-01;17;127158;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;22917511.22;2021-05-06
04.913.711/0001-08;2022-01-01;17;127158;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;12325415.68;2020-12-07
04.913.711/0001-08;2022-01-01;17;127158;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;19816647.86;2020-10-21
04.913.711/0001-08;2022-01-01;17;127158;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;21282512.56;2022-12-06
04.972.092/0001-22;2022-01-01;1;116589;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;2352941.00;2019-04-03
04.972.092/0001-22;2022-01-01;1;116589;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;2352941.00;2019-06-07
04.972.092/0001-22;2022-01-01;1;116589;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;1631208.00;2019-09-02
04.972.092/0001-22;2022-01-01;1;116589;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;613674.00;2019-10-02
04.972.092/0001-22;2022-01-01;1;116589;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1933033.19;2021-07-05
04.972.092/0001-22;2022-01-01;1;116589;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2450000.00;2021-01-04
04.972.092/0001-22;2022-01-01;1;116589;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1050000.00;2021-01-07
04.972.092/0001-22;2022-01-01;1;116589;2021-01-01;2021-12-31;Ordinária;;;3396777.00;2021-10-08
04.986.320/0001-13;2022-01-01;11;127079;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;32803043.00;2019-09-10
04.986.320/0001-13;2022-01-01;11;127079;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;6063113.00;2020-06-30
04.986.320/0001-13;2022-01-01;11;127079;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;20372508.00;2020-12-11
04.986.320/0001-13;2022-01-01;11;127079;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;15465327.00;2021-01-20
04.986.320/0001-13;2022-01-01;11;127079;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;11196751.00;2021-05-28
04.986.320/0001-13;2022-01-01;11;127079;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;15893279.00;2021-12-10
05.197.443/0001-38;2022-01-01;15;124430;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;104396325.44;2020-07-24
05.197.443/0001-38;2022-01-01;15;124430;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;118645968.36;2020-09-18
05.197.443/0001-38;2022-01-01;15;124430;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;12247562.63;2020-09-18
05.197.443/0001-38;2022-01-01;15;124430;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;110769442.00;2021-04-30
05.197.443/0001-38;2022-01-01;15;124430;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;93360304.00;2021-04-30
05.197.443/0001-38;2022-01-01;15;124430;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;9724854.06;
05.197.443/0001-38;2022-01-01;15;124430;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;68819118.00;2021-07-30
05.197.443/0001-38;2022-01-01;15;124430;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;45724479.00;2021-10-22
05.197.443/0001-38;2022-01-01;15;124430;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;20783903.00;2022-01-22
05.347.060/0001-07;2022-01-01;2;121626;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;842000.00;2020-04-09
05.347.060/0001-07;2022-01-01;2;121626;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2484000.00;2021-02-19
05.347.060/0001-07;2022-01-01;2;121626;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;2493000.00;2022-04-29
05.878.397/0001-32;2022-01-01;14;127027;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;60000000.00;2021-05-17
05.878.397/0001-32;2022-01-01;14;127027;2021-01-01;2021-12-31;Ordinária;;Outros;101978000.00;2022-05-20
05.917.486/0001-40;2022-01-01;10;126930;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;4798000.00;2020-07-30
05.917.486/0001-40;2022-01-01;10;126930;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;14906000.00;
05.917.486/0001-40;2022-01-01;10;126930;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;11252000.00;2022-05-13
06.047.087/0001-39;2022-01-01;8;125825;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;240305743.99;2021-02-10
06.047.087/0001-39;2022-01-01;8;125825;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;227122824.11;2021-03-08
06.047.087/0001-39;2022-01-01;8;125825;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;129973421.45;2021-05-18
06.047.087/0001-39;2022-01-01;8;125825;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;139006181.53;2021-07-05
06.047.087/0001-39;2022-01-01;8;125825;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;150202363.07;2021-09-17
06.047.087/0001-39;2022-01-01;8;125825;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;132020151.74;2021-12-29
06.057.223/0001-71;2022-01-01;11;123560;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;247000000.00;
06.057.223/0001-71;2022-01-01;11;123560;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;395000000.00;
06.057.223/0001-71;2022-01-01;11;123560;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;56000000.00;2021-10-14
06.057.223/0001-71;2022-01-01;11;123560;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;168000000.00;2022-06-27
06.057.223/0001-71;2022-01-01;11;123560;2022-01-01;2022-12-31;Ordinária;;;0.00;
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;442014000.00;2019-12-17
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;50009000.00;2020-06-24
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;3395000.00;2019-12-17
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;991000.00;2020-06-24
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;4.46;2019-12-17
06.272.793/0001-84;2022-01-01;5;125915;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2164000.00;2020-06-24
06.272.793/0001-84;2022-01-01;5;125915;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;211327810.09;2021-03-24
06.272.793/0001-84;2022-01-01;5;125915;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1623392.61;2021-03-24
06.272.793/0001-84;2022-01-01;5;125915;2020-01-01;2020-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2129704.99;2021-03-24
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;332317014.34;2021-09-30
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;201648673.75;2021-12-14
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;1549038.75;2021-12-14
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;2552815.86;2021-09-30
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;3349001.74;2021-09-30
06.272.793/0001-84;2022-01-01;5;125915;2021-01-01;2021-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;2032161.25;2021-12-14
06.977.745/0001-91;2022-01-01;6;123150;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;526400376.75;2019-08-19
06.977.745/0001-91;2022-01-01;6;123150;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;24890000.00;2019-08-19
06.977.745/0001-91;2022-01-01;6;123150;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;44404149.21;2022-05-31
06.977.751/0001-49;2022-01-01;15;127086;2019-01-31;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
06.977.751/0001-49;2022-01-01;15;127086;2020-01-31;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
06.977.751/0001-49;2022-01-01;15;127086;2021-01-31;2021-12-31;Ordinária;;Dividendo Obrigatório;7603869.00;2022-04-07
06.981.381/0001-13;2022-03-31;2;118181;2018-04-01;2019-03-31;Ordinária;;Dividendo Obrigatório;5430685.49;2019-09-23
06.981.381/0001-13;2022-03-31;2;118181;2018-04-01;2019-03-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
06.981.381/0001-13;2022-03-31;2;118181;2019-04-01;2020-03-31;Ordinária;;Dividendo Obrigatório;4605148.68;2021-03-31
06.981.381/0001-13;2022-03-31;2;118181;2019-04-01;2020-03-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
06.981.381/0001-13;2022-03-31;2;118181;2020-04-01;2021-03-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
06.981.381/0001-13;2022-03-31;2;118181;2020-04-01;2021-03-31;Ordinária;;Dividendo Obrigatório;25744430.00;2021-08-30
