CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
20.247.322/0001-47;2021-01-01;15;114341;2021-01-01;2021-12-31;Ordinária;;;0.00;
20.258.278/0001-70;2021-01-01;3;108254;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;16351229.07;2019-05-20
20.258.278/0001-70;2021-01-01;3;108254;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;944647.10;
20.258.278/0001-70;2021-01-01;3;108254;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;21308487.34;2021-04-30
20.553.221/0001-02;2021-01-01;2;111112;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;0.00;
20.553.221/0001-02;2021-01-01;2;111112;2021-01-01;2021-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
20.646.442/0001-17;2021-01-01;1;104688;2019-01-01;2019-12-31;Ordinária;;;0.00;
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1931817.15;2018-04-03
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1000010.65;2018-04-19
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;370995.95;2018-05-11
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1500015.98;2018-07-03
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1292200.27;2018-08-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1500015.98;2018-10-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1661402.70;2018-10-24
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;3000031.96;2019-02-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;474483.70;2019-02-18
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;474473.59;2019-02-18
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;2999968.04;2019-02-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1661367.30;2018-10-24
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1499984.02;2018-10-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1292172.73;2018-08-01
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1499984.02;2018-07-03
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;370988.05;2018-05-11
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;999989.35;2018-04-19
21.110.778/0001-23;2021-01-01;3;111168;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1931775.98;2018-04-03
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;2200023.44;2019-07-09
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1400014.92;2019-07-29
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;905184.64;2019-08-14
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1950020.78;2019-10-07
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1350014.38;2019-10-18
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1001544.67;2019-11-27
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;2500026.64;2020-01-28
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;446568.74;2020-02-14
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;631151.58;2019-02-18
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1200012.79;2019-04-11
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1100011.72;2019-04-24
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1099988.28;2019-04-24
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1199987.21;2019-04-11
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;631138.13;2019-02-18
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;446559.22;2020-02-14
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;2499973.36;2020-01-28
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1001523.33;2019-11-27
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1349985.62;2019-10-18
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1949979.22;2019-10-07
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;905165.36;2019-08-14
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;1399985.08;2019-07-29
21.110.778/0001-23;2021-01-01;3;111168;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;2199976.56;2019-07-09
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1150012.25;2020-05-14
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1420015.13;2020-12-15
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1288937.40;2021-01-28
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1103447.78;2020-02-14
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;2350025.04;2020-04-13
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1105842.78;2020-06-12
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1500015.98;2020-07-21
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1300013.85;2020-08-13
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1300013.85;2020-09-11
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1500015.98;2020-10-09
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;1399514.91;2020-11-11
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1399485.09;2020-11-11
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1499984.02;2020-10-09
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1299986.15;2020-09-11
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1299986.15;2020-08-13
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1499984.02;2020-07-21
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1105819.22;2020-06-12
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;2349974.96;2020-04-13
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1103424.26;2020-02-14
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1288909.94;2021-01-28
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1419984.87;2020-12-15
21.110.778/0001-23;2021-01-01;3;111168;2020-01-01;2020-12-31;Preferencial;;Dividendo Obrigatório;1149987.75;2020-05-14
21.240.146/0001-84;2021-01-01;10;112883;2018-01-01;2018-12-31;Ordinária;;;0.00;
21.240.146/0001-84;2021-01-01;10;112883;2019-01-01;2019-12-31;Ordinária;;;0.00;
21.240.146/0001-84;2021-01-01;10;112883;2020-01-01;2020-12-31;Ordinária;;;0.00;
21.240.146/0001-84;2021-01-01;10;112883;2021-01-01;2021-12-31;Ordinária;;;0.00;
21.254.073/0001-80;2021-01-01;1;110887;2020-01-01;2020-12-31;Ordinária;;;0.00;
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;38041111.00;2018-12-26
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-05-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-06-28
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-07-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-08-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-09-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-10-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.95;2019-11-29
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1518239.96;2019-12-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.16;2019-12-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-11-29
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-10-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-09-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-08-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-07-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-06-28
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;55175.12;2019-05-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1256792.00;2018-12-26
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;1227.00;2018-12-26
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-05-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-06-28
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-07-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-08-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-09-30
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-10-31
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.87;2019-11-29
21.255.567/0001-89;2021-01-01;3;114106;2018-01-01;2018-12-31;Preferencial;Preferencial Classe D;Dividendo Obrigatório;53.93;2019-12-30
21.255.567/0001-89;2021-01-01;3;114106;2020-01-01;2020-12-31;Ordinária;;Outros;0.03;2020-07-02
21.255.567/0001-89;2021-01-01;3;114106;2020-01-01;2020-12-31;Preferencial;;Outros;0.03;2020-07-02
21.255.567/0001-89;2021-01-01;3;114106;2020-01-01;2020-12-31;Preferencial;Preferencial Classe D;Outros;0.03;2020-07-02
21.262.638/0001-70;2021-01-01;2;114508;2018-01-01;2018-12-31;Ordinária;;Outros;18900000.00;
21.262.638/0001-70;2021-01-01;2;114508;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Outros;18206250.50;
21.262.638/0001-70;2021-01-01;2;114508;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;0.00;
21.262.638/0001-70;2021-01-01;2;114508;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;0.00;
21.262.638/0001-70;2021-01-01;2;114508;2020-01-01;2020-12-31;Ordinária;;Outros;54937509.46;2020-12-31
21.262.638/0001-70;2021-01-01;2;114508;2020-01-01;2020-12-31;Preferencial;Preferencial Classe A;Outros;5706057.52;2020-12-31
21.314.559/0001-66;2021-01-01;10;111240;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;4700000.00;2018-08-30
21.314.559/0001-66;2021-01-01;10;111240;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;7000000.00;2018-10-01
21.314.559/0001-66;2021-01-01;10;111240;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;25400000.00;2019-04-05
21.314.559/0001-66;2021-01-01;10;111240;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;37900000.00;2019-07-05
21.314.559/0001-66;2021-01-01;10;111240;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;20000000.00;2019-07-10
21.314.559/0001-66;2021-01-01;10;111240;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;20000000.00;2019-10-10
21.314.559/0001-66;2021-01-01;10;111240;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;27732000.00;2020-01-06
21.314.559/0001-66;2021-01-01;10;111240;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;39768000.00;2020-05-06
21.314.559/0001-66;2021-01-01;10;111240;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;44000000.00;2021-07-01
21.389.501/0001-81;2021-01-01;8;115634;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;23444934.82;2020-12-28
21.389.501/0001-81;2021-01-01;8;115634;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;576555065.18;2020-12-28
21.389.501/0001-81;2021-01-01;8;115634;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;200000000.00;2021-02-09
21.414.457/0001-12;2021-01-01;2;109345;2018-01-01;2018-12-31;Ordinária;;;0.00;
21.414.457/0001-12;2021-01-01;2;109345;2019-01-01;2019-12-31;Ordinária;;;0.00;
21.414.457/0001-12;2021-01-01;2;109345;2020-01-01;2020-12-31;Ordinária;;;0.00;
22.543.331/0001-00;2021-01-01;12;115714;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;350932000.00;2018-12-28
22.543.331/0001-00;2021-01-01;12;115714;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;153443000.00;2020-02-12
22.543.331/0001-00;2021-01-01;12;115714;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;210000000.00;2019-09-18
22.543.331/0001-00;2021-01-01;12;115714;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;100000000.00;2020-09-29
22.543.331/0001-00;2021-01-01;12;115714;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;320236000.00;2021-03-03
23.236.821/0001-27;2021-01-01;1;105482;2018-01-01;2018-12-31;Ordinária;;Outros;5039000.00;2019-12-12
23.236.821/0001-27;2021-01-01;1;105482;2019-01-01;2019-12-31;Ordinária;;Outros;0.00;
23.236.821/0001-27;2021-01-01;1;105482;2020-01-01;2020-12-31;Ordinária;;;0.00;
23.373.000/0001-32;2021-01-01;11;114448;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;27122000.00;2019-12-27
23.373.000/0001-32;2021-01-01;11;114448;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;20000000.00;2019-12-27
23.373.000/0001-32;2021-01-01;11;114448;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;21408000.00;2019-12-27
23.373.000/0001-32;2021-01-01;11;114448;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;34646000.00;2019-12-27
23.373.000/0001-32;2021-01-01;11;114448;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;27962000.00;2020-12-27
23.373.000/0001-32;2021-01-01;11;114448;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;42558000.00;2020-12-27
23.373.000/0001-32;2021-01-01;11;114448;2021-01-01;2021-12-31;Ordinária;;;0.00;
23.864.409/0001-51;2021-01-01;5;113822;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;28431000.00;2018-11-03
23.864.409/0001-51;2021-01-01;5;113822;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;9190000.00;2020-05-20
23.864.409/0001-51;2021-01-01;5;113822;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;0.00;
23.864.409/0001-51;2021-01-01;5;113822;2021-01-01;2021-12-31;Ordinária;;Dividendo Obrigatório;0.00;
24.230.275/0001-80;2021-01-01;10;115608;2018-01-01;2018-12-31;Ordinária;;;0.00;
24.230.275/0001-80;2021-01-01;10;115608;2019-01-01;2019-12-31;Ordinária;;;0.00;
24.230.275/0001-80;2021-01-01;10;115608;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;31398411.45;
24.962.466/0001-36;2021-01-01;5;115357;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;165277463.63;
24.962.466/0001-36;2021-01-01;5;115357;2018-01-01;2018-12-31;Ordinária;;Outros;449667574.64;
24.962.466/0001-36;2021-01-01;5;115357;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;13327733.19;
24.962.466/0001-36;2021-01-01;5;115357;2018-01-01;2018-12-31;Preferencial;;Outros;36260536.25;
24.962.466/0001-36;2021-01-01;5;115357;2019-01-01;2019-12-31;Ordinária;;;0.00;
24.962.466/0001-36;2021-01-01;5;115357;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;166656078.80;2021-05-13
24.962.466/0001-36;2021-01-01;5;115357;2020-01-01;2020-12-31;Ordinária;;Outros;195443423.05;2021-05-13
24.990.777/0001-09;2021-01-01;4;114142;2018-01-01;2018-12-31;Ordinária;;;0.00;
24.990.777/0001-09;2021-01-01;4;114142;2019-01-01;2019-12-31;Ordinária;;;0.00;
24.990.777/0001-09;2021-01-01;4;114142;2020-01-01;2020-12-31;Ordinária;;;0.00;
25.249.439/0001-83;2021-01-01;6;120254;2018-01-01;2018-12-31;Ordinária;;;2586000.00;
25.249.439/0001-83;2021-01-01;6;120254;2018-01-01;2018-12-31;Preferencial;;;2586000.00;
25.249.439/0001-83;2021-01-01;6;120254;2020-01-01;2020-12-31;Ordinária;;;0.00;
25.369.840/0001-57;2021-01-01;12;113309;2018-01-01;2018-12-31;Ordinária;;;0.00;
25.369.840/0001-57;2021-01-01;12;113309;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;890000.00;2021-07-25
25.369.840/0001-57;2021-01-01;12;113309;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;1075000.00;2021-07-25
25.369.840/0001-57;2021-01-01;12;113309;2020-01-01;2020-12-31;Ordinária;;Juros Sobre Capital Próprio;877000.00;2021-07-25
26.345.998/0001-50;2021-01-01;10;115613;2018-01-01;2018-12-31;Ordinária;;;0.00;
26.345.998/0001-50;2021-01-01;10;115613;2019-01-01;2019-12-31;Ordinária;;;0.00;
26.345.998/0001-50;2021-01-01;10;115613;2020-01-01;2020-12-31;Ordinária;;;0.00;
26.345.998/0001-50;2021-01-01;10;115613;2021-01-01;2021-12-31;Ordinária;;;0.00;
26.462.693/0001-28;2021-01-01;11;113976;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;89000.00;2018-12-05
26.462.693/0001-28;2021-01-01;11;113976;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;175000.00;2018-12-13
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;88000.00;2019-03-01
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;88000.00;2019-04-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;88000.00;2019-05-03
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;88000.00;2019-02-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;88000.00;2019-06-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-07-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-08-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-09-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-10-04
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-11-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;92400.00;2019-12-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;184800.00;2019-12-13
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;26711.42;2019-12-05
26.462.693/0001-28;2021-01-01;11;113976;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;53422.84;2019-12-13
26.462.693/0001-28;2021-01-01;11;113976;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;22211939.47;2021-05-07
26.609.050/0001-64;2021-01-01;1;105181;2020-01-01;2020-12-31;Ordinária;;Dividendo Obrigatório;33557.46;2021-04-28
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2019-08-26
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2019-09-26
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;3348330.00;2019-02-25
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2019-06-26
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2019-07-25
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;412917.50;2019-07-25
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;412917.50;2019-06-26
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;1651670.00;2019-02-25
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;412917.50;2019-09-26
26.659.061/0001-59;2021-01-01;13;115752;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;412917.50;2019-08-26
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2020-08-13
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;100851.25;2020-10-22
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2020-11-13
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2020-02-13
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;428921.25;2020-03-13
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;408161.25;2020-03-23
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1674165.00;2020-08-03
26.659.061/0001-59;2021-01-01;13;115752;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;837082.50;2020-09-14
