CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
92.693.019/0001-89;2022-01-01;2;126890;650;92;8;389333;1.699618;705145;68.775444;1094478;4.573212;2021-08-03
92.702.067/0001-96;2022-01-01;19;126999;162156;4732;648;3839426;1.870000;203157426;99.630000;206996852;50.610000;2022-04-27
92.715.812/0001-31;2022-01-01;18;127176;0;1;1;0;0.000000;0;0.000000;0;0.000000;2022-12-07
92.721.232/0001-57;2022-01-01;8;125869;224;46;1;0;0.000000;0;0.000000;0;0.000000;2022-04-20
92.749.225/0001-63;2022-01-01;3;126268;884;34;1;2804;1.637900;240946;71.117300;243750;47.794200;2022-04-29
92.754.738/0001-62;2022-01-01;11;126261;144049;996;1791;950702967;98.700000;0;0.000000;950702967;98.700000;2022-04-27
92.781.335/0001-02;2022-01-01;12;126653;83306;582;8;7989674;17.202325;68488391;85.408583;76478065;60.392788;2023-03-02
92.791.243/0001-03;2022-01-01;9;126910;39000;416;2;102079065;41.435033;0;0.000000;102079065;41.435033;2022-04-28
92.802.784/0001-90;2022-01-01;4;120405;0;9;0;0;0.000000;0;0.000000;0;0.000000;2022-06-17
92.934.215/0001-06;2022-01-01;1;115823;0;2;0;0;0.000000;0;0.000000;0;0.000000;2002-12-20
93.828.986/0001-73;2022-01-01;1;115505;577;29;0;12447;34.872384;23246;65.127616;35693;100.000000;2022-04-30
94.813.102/0001-70;2022-01-01;13;127053;15910;574;501;113777586;22.833000;0;0.000000;113777586;22.833000;2023-04-26
95.426.862/0001-97;2022-01-01;4;127006;268;8;4;2223;0.078000;1506413;63.420000;1508636;28.889000;2022-03-30
96.298.013/0001-68;2022-01-01;7;125146;41;0;0;277000;0.214000;0;0.000000;277000;0.214000;2021-08-31
96.418.264/0218-02;2022-01-01;12;124399;24503;176;174;178909429;95.525213;0;0.000000;178909429;95.525213;2023-02-28
97.191.902/0001-94;2022-01-01;2;123861;429;10;0;112064;1.140000;85888;6.010000;197952;7.150000;2022-04-29
97.837.181/0001-47;2022-01-01;9;126783;23717;727;308;303055637;36.932501;0;0.000000;303055637;36.932501;2022-04-28
