CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Quantidade_Acionistas_PF;Quantidade_Acionistas_PJ;Quantidade_Acionistas_Investidores_Institucionais;Quantidade_Acoes_Ordinarias_Circulacao;Percentual_Acoes_Ordinarias_Circulacao;Quantidade_Acoes_Preferenciais_Circulacao;Percentual_Acoes_Preferenciais_Circulacao;Quantidade_Total_Acoes_Circulacao;Percentual_Total_Acoes_Circulacao;Data_Ultima_Assembleia
10.571.175/0001-02;2022-01-01;6;127320;7;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-25
10.608.405/0001-60;2022-01-01;18;125444;1;1;0;2750000;100.000000;0;0.000000;2750000;100.000000;2020-10-01
10.629.105/0001-68;2022-01-01;20;127162;110432;844;1521;839159130;95.540209;0;0.000000;839159130;95.540209;2022-04-20
10.635.691/0001-53;2022-01-01;1;116124;0;1;0;249500000;50.000000;249500000;50.000000;499000000;100.000000;2020-09-01
10.647.979/0001-48;2022-01-01;4;125483;0;2;0;0;0.000000;0;0.000000;0;0.000000;2021-05-11
10.670.314/0001-55;2022-01-01;2;121367;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
10.678.505/0001-63;2022-01-01;2;115438;0;2;0;0;0.000000;0;0.000000;0;0.000000;2015-06-30
10.739.356/0001-03;2022-01-01;3;122969;20301;81;90;57220464;28.530000;114440928;100.000000;171661392;54.500000;2022-03-18
10.753.164/0001-43;2022-01-01;2;116942;1;0;0;0;0.000000;0;0.000000;0;0.000000;2020-05-06
10.760.260/0001-19;2022-01-01;9;127245;165299;774;430;275967676;99.538451;0;0.000000;275967676;99.538451;2022-04-29
10.807.374/0001-77;2022-01-01;7;125443;41087;412;2;46459647;39.661531;0;0.000000;46459647;39.661531;2022-04-29
10.835.932/0001-08;2022-01-01;7;125922;1391;209;44;0;0.000000;0;0.000000;0;0.000000;2022-04-19
10.841.050/0001-55;2022-01-01;7;127413;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
10.851.805/0001-00;2022-01-01;10;128328;0;1;1;0;0.000000;0;0.000000;0;0.000000;2017-08-31
11.257.352/0001-43;2022-01-01;3;120595;2;0;0;0;0.000000;0;0.000000;0;0.000000;2022-09-06
11.274.829/0001-07;2022-01-01;3;121022;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-03-22
11.284.204/0001-18;2022-01-01;5;122733;3;2;0;7608855;23.544000;0;0.000000;7608855;23.544000;2021-04-30
11.421.994/0001-36;2022-01-01;16;124582;7564;196;174;42317733;52.719000;0;0.000000;42317733;52.719000;2022-04-29
11.669.021/0001-10;2022-01-01;10;127057;39110;539;134;77336145;29.090000;0;0.000000;77336145;29.090000;2022-04-26
11.716.471/0001-17;2022-01-01;1;116338;1;1;0;28905;100.000000;0;0.000000;28905;100.000000;2020-09-30
11.721.921/0001-60;2022-01-01;23;127119;2913;96;17;15380574;78.626034;0;0.000000;15380574;78.626034;2022-12-09
11.725.176/0001-27;2022-01-01;11;125936;2110;0;232;530913786;99.680000;0;0.000000;530913786;99.680000;2022-09-29
11.992.680/0001-93;2022-01-01;12;125999;57215;604;604;277896899;97.846085;0;0.000000;277896899;97.846085;2023-04-28
12.049.631/0001-84;2022-01-01;5;127109;5828;193;150;53555495;63.073712;0;0.000000;53555495;63.073712;2022-04-29
12.091.809/0001-55;2022-01-01;22;125846;41769;528;1206;198678877;97.800000;0;0.000000;198678877;97.800000;2022-09-05
12.104.241/0004-02;2022-01-01;14;127021;9393;329;0;145606800;29.420000;0;0.000000;145606800;29.420000;2023-04-28
12.108.897/0001-50;2022-01-01;8;126965;14524;141;33;19036205;37.618800;0;0.000000;19036205;37.618800;2022-10-14
12.130.744/0001-00;2022-01-01;10;121058;0;2;0;0;0.000000;0;0.000000;0;0.000000;2018-05-25
12.139.922/0001-63;2022-01-01;1;116590;1;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-30
12.181.987/0001-77;2022-01-01;7;126104;8076;77;94;68215265;32.801000;0;0.000000;68215265;32.801000;2022-04-25
12.261.588/0001-16;2022-01-01;1;115871;3;0;0;0;0.000000;0;0.000000;0;0.000000;2010-05-31
12.300.288/0001-07;2022-01-01;7;123265;0;10;2;0;0.000000;0;0.000000;0;0.000000;2021-04-28
12.320.349/0001-90;2022-01-01;2;116996;1;1;0;826775;0.000000;0;0.000000;826775;0.000000;2022-04-05
12.420.164/0001-57;2022-01-01;11;125821;200;6;162;113481297;39.660000;0;0.000000;113481297;39.660000;2022-04-29
12.489.315/0001-23;2022-01-01;2;123013;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-21
12.528.708/0001-07;2022-01-01;10;125311;82368;223;213;227070796;29.635449;0;0.000000;227070796;29.635449;2022-06-17
12.592.831/0001-89;2022-01-01;6;125196;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-18
12.648.266/0001-24;2022-01-01;5;125861;40124;207;412;43853759;38.820000;0;0.000000;43853759;38.820000;2022-05-04
12.648.327/0001-53;2022-01-01;12;127010;15552;195;316;760109566;99.964087;0;0.000000;760109566;99.964087;2022-04-27
12.919.786/0001-24;2022-01-01;1;115926;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
13.009.717/0001-46;2022-01-01;18;125414;3037;333;11;485708;6.360000;1063110;13.910000;1548818;10.130000;2022-04-13
13.017.462/0001-63;2022-01-01;1;116533;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
13.217.485/0001-11;2022-01-01;10;126932;34532;168;451;146071603;59.965000;0;0.000000;146071603;59.965000;2022-04-29
13.270.520/0001-66;2022-01-01;14;125864;972;5;111;156186540;20.200000;0;0.000000;156186540;20.200000;2022-04-29
13.349.677/0001-81;2022-01-01;1;116570;2;1;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
13.444.994/0001-87;2022-01-01;6;126118;56;49;38;1360526;46.910000;0;0.000000;1360526;46.910000;2021-06-30
13.457.942/0001-45;2022-01-01;2;123701;10;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
13.522.948/0001-59;2022-01-01;2;124317;2;0;0;0;0.000000;0;0.000000;0;0.000000;2022-11-11
13.574.594/0001-96;2022-01-01;14;125955;24747;90;332;270582179;98.266506;0;0.000000;270582179;98.266506;2022-05-18
13.584.310/0001-42;2022-01-01;2;120975;2;0;0;1000000;1.000000;0;0.000000;1000000;100.000000;2022-05-02
13.783.221/0004-78;2022-01-01;9;125913;7;1;0;0;0.000000;0;0.000000;0;0.000000;2021-11-29
14.110.585/0001-07;2022-01-01;15;124966;161562;794;0;691552778;79.932000;0;0.000000;691552778;79.932000;2023-03-08
14.127.813/0001-51;2022-01-01;7;125927;4590;134;134;41720647;82.132081;0;0.000000;41720647;82.132081;2022-04-29
14.191.427/0001-29;2022-01-01;1;115956;0;2;0;15094340;13.960000;0;0.000000;15094340;13.960000;2020-03-17
14.388.334/0001-99;2022-01-01;7;123627;18;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
14.776.142/0001-50;2022-01-01;15;125582;6959;88;135;108741763;98.679000;0;0.000000;108741763;98.679000;2022-04-26
14.785.152/0001-51;2022-01-01;11;126874;773;61;28;58613664;56.800000;0;0.000000;58613664;56.800000;2023-03-22
14.807.945/0001-24;2022-01-01;4;126899;1676;57;0;2657920;34.450000;5058480;65.550000;7716400;100.000000;2022-03-28
14.876.090/0001-93;2022-01-01;1;116394;1;1;0;1190148;100.000000;0;0.000000;1190148;100.000000;2020-12-14
14.882.295/0001-81;2022-01-01;6;125997;0;5;0;33934772;24.480000;0;0.000000;33934772;24.480000;2022-05-30
14.998.371/0001-19;2022-01-01;8;125398;30;6;0;10674856;100.000000;8692854;100.000000;19367710;100.000000;2019-12-30
15.073.274/0001-88;2022-01-01;3;118190;0;0;8;0;0.000000;2814666;100.000000;2814666;100.000000;2021-06-09
15.090.690/0001-94;2022-01-01;7;125523;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
15.101.405/0001-93;2022-01-01;1;115754;276;19;2;2106;26.950000;14716;95.940000;16822;72.660000;2019-04-25
15.115.504/0001-24;2022-01-01;1;116106;4501;168;97;10158398;35.000000;18860349;65.000000;29018747;100.000000;2022-04-26
15.139.629/0001-94;2022-01-01;7;125926;2699;201;99;2453175;0.936000;324289;0.124000;2777464;1.060000;2022-04-18
15.141.799/0001-03;2022-01-01;6;125482;23670;245;85;313206;1.063879;40495100;68.775645;40808306;46.205057;2022-05-03
15.144.017/0001-90;2022-01-01;6;127196;966;23;3;2587762;67.389635;1459111;37.997682;4046873;52.693658;2022-03-30
15.229.110/0001-05;2022-01-01;1;115977;2;0;0;0;0.000000;0;0.000000;0;0.000000;2012-07-03
15.377.572/0001-61;2022-01-01;1;115989;1;1;0;0;0.000000;0;0.000000;0;0.000000;2015-06-09
15.413.826/0001-50;2022-01-01;2;121225;1;2;0;421;0.070000;0;0.000000;421;0.070000;2022-04-28
15.484.093/0001-44;2022-01-01;17;126913;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-05-15
15.494.541/0001-90;2022-01-01;2;120262;0;2;0;4200;100.000000;0;0.000000;4200;100.000000;2022-03-30
15.578.569/0001-06;2022-01-01;9;127108;0;2;0;3033541675;100.000000;0;0.000000;3033541675;100.000000;2017-12-07
15.675.715/0001-11;2022-01-01;1;121116;0;1;0;0;0.000000;0;0.000000;0;0.000000;2020-08-19
15.688.041/0001-90;2022-01-01;1;115924;1;1;0;180000;100.000000;0;0.000000;180000;100.000000;2016-04-30
16.233.389/0001-55;2022-01-01;4;126217;8;0;2;0;0.000000;0;0.000000;0;0.000000;2022-08-15
16.234.171/0001-15;2022-01-01;5;125708;118;135;6;97768099;33.220000;196571002;66.780000;294339101;100.000000;2022-04-28
16.404.287/0001-55;2022-01-01;7;125949;76014;908;2225;726823001;53.390000;0;0.000000;726823001;53.390000;2022-04-25
16.590.234/0001-76;2022-01-01;11;127081;36936;370;780;60758326;55.141564;0;0.000000;60758326;55.141564;2022-08-29
16.614.075/0001-00;2022-01-01;8;127348;23518;271;501;82895895;55.263930;0;0.000000;82895895;55.263930;2023-03-01
16.670.085/0001-55;2022-01-01;9;126982;48122;1637;773;902440151;91.299813;0;0.000000;902440151;91.299813;2023-03-20
16.676.520/0001-59;2022-01-01;8;127251;4759;51;271;81005456;21.187323;0;0.000000;81005456;21.187323;2022-04-29
16.811.931/0001-00;2022-01-01;4;121196;218;4;44;4456403;19.881000;0;0.000000;4456403;19.881000;2022-05-19
16.838.421/0001-26;2022-01-01;2;123820;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-06-20
16.922.038/0001-51;2022-01-01;7;124850;37212;268;268;151599011;75.710000;0;0.000000;151599011;75.710000;2022-07-12
17.155.730/0001-64;2022-01-01;11;125990;190465;1952;1847;360768393;49.030000;1442098974;98.400000;1802867367;81.900000;2022-04-29
17.159.229/0001-76;2022-01-01;1;116052;6;0;0;0;0.000000;0;0.000000;0;0.000000;2022-04-04
17.161.241/0001-15;2022-01-01;3;123471;983;173;0;1603;7.150000;3879;17.300000;5482;12.220000;2022-04-22
17.162.082/0001-73;2022-01-01;3;120759;3531;41;21;17673;0.171426;313613;3.042014;331286;3.213440;2022-04-29
17.162.280/0001-37;2022-01-01;4;125377;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-11
17.167.396/0001-69;2022-01-01;3;125077;11763;1823;7;3211758;6.980317;17661752;45.672255;20873510;24.649210;2022-03-30
17.167.412/0001-13;2022-01-01;5;125453;4156;452;15;5959590;10.146354;19006438;42.994875;24966028;24.252388;2022-03-30
17.184.037/0001-10;2022-01-01;16;125465;3157;587;22;21775844;33.421000;27320166;68.858000;49096010;46.833000;2022-04-19
17.193.806/0001-46;2022-01-01;3;125076;14267;2425;7;3839009;9.503690;11193821;33.664153;15032830;20.412176;2022-03-30
17.234.244/0001-31;2022-01-01;3;126070;0;2;0;550871212;100.000000;0;0.000000;550871212;100.000000;2021-03-23
17.245.234/0001-00;2022-01-01;9;126500;2195;28;4;2199681;38.540000;3855850;89.820000;6055531;60.560000;2022-04-29
17.281.106/0001-03;2022-01-01;26;126001;98129;703;226;188469206;49.564151;0;0.000000;188469206;49.564151;2022-04-29
17.314.329/0001-20;2022-01-01;13;125686;41401;1;349;263096332;91.873000;0;0.000000;263096332;91.873000;2022-04-29
17.344.597/0001-94;2022-01-01;10;126989;351530;2572;1310;671682536;33.584000;0;0.000000;671682536;33.584000;2022-04-29
17.359.233/0001-88;2022-01-01;3;122318;44;0;0;0;0.000000;0;0.000000;0;0.000000;2022-10-07
17.943.792/0001-30;2022-01-01;1;116468;4;0;0;0;0.000000;0;0.000000;0;0.000000;2021-08-30
18.174.270/0001-84;2022-01-01;4;126054;2282;48;1;40135567;30.300000;0;0.000000;40135567;30.300000;2022-08-01
18.328.118/0001-09;2022-01-01;16;127157;93903;282;1146;335865260;72.624000;0;0.000000;335865260;72.624000;2022-04-26
18.483.666/0001-03;2022-01-01;5;125036;13;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-27
18.494.485/0001-82;2022-01-01;1;116515;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
18.572.225/0001-88;2022-01-01;1;116454;0;1;0;380000000;100.000000;0;0.000000;380000000;100.000000;2018-09-27
18.593.815/0001-97;2022-01-01;10;128192;15001;163;61;37482015;96.330000;0;0.000000;37482015;96.330000;2022-04-29
18.903.785/0001-78;2022-01-01;6;125416;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
19.014.221/0001-47;2022-01-01;4;124974;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-24
19.208.022/0001-70;2022-01-01;5;125521;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
19.276.528/0001-16;2022-01-01;2;125956;0;2;0;0;0.000000;0;0.000000;0;0.000000;2023-04-20
19.378.769/0001-76;2022-01-01;10;128481;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-28
19.403.252/0001-90;2022-01-01;4;123618;7;0;0;0;0.000000;0;0.000000;0;0.000000;2021-07-31
19.521.322/0001-04;2022-01-01;1;116697;0;1;0;0;0.000000;0;0.000000;0;0.000000;2017-09-01
19.526.748/0001-50;2022-01-01;4;125494;136;6;0;25422;17.629000;121;10.910000;25543;17.578000;2022-04-18
19.527.586/0001-75;2022-01-01;5;122498;0;3;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
19.527.639/0001-58;2022-01-01;3;122544;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
19.642.306/0001-70;2022-01-01;10;125349;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-11
19.726.048/0001-00;2022-01-01;2;125897;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-27
19.796.586/0001-70;2022-01-01;9;127016;11036;50;114;94842067;21.120000;0;0.000000;94842067;21.120000;2022-04-26
19.851.496/0001-35;2022-01-01;1;116134;1;1;0;0;0.000000;0;0.000000;0;0.000000;2014-03-25
20.247.322/0001-47;2022-01-01;5;127154;5515;68;76;24615435;26.400000;0;0.000000;24615435;26.400000;2022-04-29
20.258.278/0001-70;2022-01-01;13;125793;6698;91;14;23401433;43.377000;0;0.000000;23401433;43.377000;2022-04-20
20.451.953/0001-83;2022-01-01;3;121037;0;1;0;501000;100.000000;0;0.000000;501000;100.000000;2019-12-16
20.512.706/0001-40;2022-01-01;6;126915;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-10-27
20.514.555/0001-69;2022-01-01;5;123464;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
20.514.590/0001-88;2022-01-01;5;123463;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-11-07
21.110.778/0001-23;2022-01-01;3;124005;12;1;0;405462;0.240000;810924;0.480000;1216386;0.360000;2021-10-01
21.240.146/0001-84;2022-01-01;11;126949;1775;7;60;64701030;37.876000;0;0.000000;64701030;37.876000;2022-05-25
21.254.073/0001-80;2022-01-01;1;115649;600;5;0;9116000;100.000000;0;0.000000;9116000;100.000000;2021-05-03
21.255.567/0001-89;2022-01-01;5;126178;6054;12;1;3420580;8.990000;37814737;51.620000;41235317;37.060000;2022-04-29
21.262.638/0001-70;2022-01-01;1;116176;0;3;0;0;0.000000;0;0.000000;0;0.000000;2021-10-25
21.314.559/0001-66;2022-01-01;22;125974;72648;604;523;131875326;36.400000;0;0.000000;131875326;36.400000;2022-04-26
21.331.849/0001-18;2022-01-01;3;125877;0;0;1;0;0.000000;0;0.000000;0;0.000000;2022-08-12
21.389.501/0001-81;2022-01-01;11;126922;1;2;18;0;0.000000;85702404;99.999999;85702404;11.999943;2021-10-29
21.414.457/0001-12;2022-01-01;1;115826;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-10-20
21.610.416/0001-00;2022-01-01;1;115950;2;0;0;0;0.000000;0;0.000000;0;0.000000;2014-10-29
21.728.083/0001-00;2022-01-01;4;123465;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
21.948.105/0001-47;2022-01-01;1;116599;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
21.976.484/0001-89;2022-01-01;1;116726;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-02-19
21.976.510/0001-79;2022-01-01;1;116628;0;1;1;0;0.000000;0;0.000000;0;0.000000;2018-06-01
22.163.297/0001-49;2022-01-01;6;125522;0;1;0;0;0.000000;0;0.000000;0;0.000000;2023-04-18
22.261.473/0001-85;2022-01-01;9;126095;18;2;0;1759962;0.860080;0;0.000000;1759962;0.043003;2020-04-30
22.266.175/0001-88;2022-01-01;13;126990;14099;133;0;15626962;29.015504;0;0.000000;15626962;29.015504;2022-04-29
22.495.265/0001-40;2022-01-01;1;115994;2;0;0;0;0.000000;0;0.000000;0;0.000000;2015-04-15
22.543.331/0001-00;2022-01-01;8;125952;114130;1265;11;517500000;17.250000;0;0.000000;517500000;17.250000;2022-04-14
22.677.520/0001-76;2022-01-01;3;126175;2454;1501;2;289370;2.079883;14130635;84.494800;14420005;47.068100;2022-04-29
22.902.694/0001-95;2022-01-01;3;123228;2;3;0;0;0.000000;0;0.000000;0;0.000000;2021-12-10
23.041.875/0001-37;2022-01-01;4;126032;4826;217;63;15049786;3.350000;0;0.000000;15049786;0.000000;2022-05-24
23.096.269/0001-19;2022-01-01;7;126900;0;2;0;2338108737;33.330000;0;0.000000;2338108737;33.330000;2022-04-29
23.236.821/0001-27;2022-01-01;3;126083;4;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
23.373.000/0001-32;2022-01-01;12;126955;7;501;1207;314724970;30.690000;0;0.000000;314724970;30.690000;2022-04-28
23.438.929/0001-00;2022-01-01;4;122983;10;0;1;0;0.000000;0;0.000000;0;0.000000;2022-04-29
23.864.409/0001-51;2022-01-01;1;116315;4;0;2;0;0.000000;0;0.000000;0;0.000000;2021-10-15
24.230.275/0001-80;2022-01-01;5;125947;21426;79;89;54695391;26.778000;0;0.000000;54695391;26.778000;2022-04-26
24.396.489/0001-20;2022-01-01;14;127050;0;0;2;0;0.000000;0;0.000000;0;0.000000;2022-09-22
24.410.913/0001-44;2022-01-01;14;125004;4174;34;78;3520196189;76.000000;0;0.000000;3520196189;76.000000;2021-12-02
24.624.490/0001-65;2022-01-01;2;123461;0;1;0;500000000;100.000000;0;0.000000;500000000;100.000000;2018-03-01
24.624.551/0001-94;2022-01-01;2;123462;0;2;1;0;0.000000;0;0.000000;0;0.000000;2019-02-27
24.921.465/0001-43;2022-01-01;5;124494;3;2;4;0;0.000000;0;0.000000;0;0.000000;2022-10-14
24.962.466/0001-36;2022-01-01;5;126333;1;5;0;1107698070;93.129860;81714293;6.870140;1189412363;100.000000;2019-04-25
24.990.777/0001-09;2022-01-01;8;125613;66142;270;466;463952163;21.000000;0;0.000000;463952163;21.000000;2022-04-20
25.005.683/0001-09;2022-01-01;5;117076;2;1;0;0;0.000000;0;0.000000;0;0.000000;2018-10-05
25.089.509/0001-83;2022-01-01;5;125292;0;2;0;0;0.000000;5;0.001000;5;0.001000;2020-04-29
25.249.439/0001-83;2022-01-01;1;122775;333;9;3;0;0.000000;0;0.000000;0;0.000000;2021-03-23
25.369.840/0001-57;2022-01-01;10;127170;79;6;0;0;0.000000;0;0.000000;0;0.000000;2022-04-29
26.072.786/0001-46;2022-01-01;2;116786;84;17;0;0;0.000000;0;0.000000;0;0.000000;2022-02-21
26.345.998/0001-50;2022-01-01;12;126728;7568;80;64;88425031;31.563782;0;0.000000;88425031;31.563782;2023-03-31
26.462.693/0001-28;2022-01-01;6;126926;15667;88;152;73850129;37.010000;0;0.000000;73850129;37.010000;2022-04-26
26.609.050/0001-64;2022-01-01;1;116620;1;1;0;0;0.000000;0;0.000000;0;0.000000;2019-04-29
26.659.061/0001-59;2022-01-01;17;127059;22469;301;301;238938124;66.104000;0;0.000000;238938124;66.104000;2022-04-29
26.664.057/0001-89;2022-01-01;2;121496;0;1;0;580628065;100.000000;0;0.000000;580628065;100.000000;2018-03-08
26.845.702/0001-60;2022-01-01;1;116328;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-02-01
26.982.634/0001-80;2022-01-01;2;126877;16;6;1;2823;22.550000;2845;44.120000;5668;29.880000;2022-12-29
27.093.558/0001-15;2022-01-01;10;127326;14634;333;309;179572360;72.910000;0;0.000000;179572360;72.910000;2022-08-04
27.137.879/0001-74;2022-01-01;1;116717;2;1;0;0;0.000000;0;0.000000;0;0.000000;2017-02-03
27.157.474/0001-06;2022-01-01;1;115967;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-05-01
27.956.690/0001-03;2022-01-01;2;128574;4;1;0;0;0.000000;0;0.000000;0;0.000000;2020-12-31
27.967.244/0001-02;2022-01-01;1;116331;0;1;0;0;0.000000;0;0.000000;0;0.000000;2018-01-31
28.019.100/0001-89;2022-01-01;1;116302;0;1;0;0;0.000000;0;0.000000;0;0.000000;2019-05-17
28.127.603/0001-78;2022-01-01;14;126655;39876;57;8;11966407;5.180128;2062760;2.429439;14029167;4.440834;2023-04-28
28.152.650/0001-71;2022-01-01;10;125988;0;1;0;5876012;100.000000;0;0.000000;5876012;100.000000;2022-04-29
28.195.667/0001-06;2022-01-01;12;125683;40148;474;282;0;0.000000;66492277;59.028353;66492277;29.409634;2022-04-29
28.201.130/0001-01;2022-01-01;6;126925;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-27
28.442.718/0001-57;2022-01-01;1;118240;0;1;0;0;0.000000;0;0.000000;0;0.000000;2021-04-09
28.594.234/0001-23;2022-01-01;8;127212;43427;464;647;301966318;30.197000;0;0.000000;301966318;30.197000;2022-04-29
28.925.264/0001-75;2022-01-01;1;116130;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-06
28.942.127/0001-49;2022-01-01;1;116118;0;2;0;0;0.000000;0;0.000000;0;0.000000;2022-04-06
29.088.092/0001-95;2022-01-01;1;116350;1;1;0;0;0.000000;0;0.000000;0;0.000000;2020-05-13
29.780.061/0001-09;2022-01-01;9;127202;4260;128;91;22630228;39.195149;0;0.000000;22630228;39.195149;2022-04-29
29.894.663/0001-89;2022-01-01;1;115617;0;2;0;17100;100.000000;0;0.000000;17100;100.000000;2020-12-22
29.950.060/0001-57;2022-01-01;3;127038;3;0;1;2613028;22.000000;118773;1.000000;2731801;23.000000;2021-06-23
29.978.814/0001-87;2022-01-01;6;121063;95686;403;992;284417247;44.416493;568834545;89.272039;853251792;66.788979;2022-03-30
29.980.141/0001-08;2022-01-01;8;125386;1;1;0;0;0.000000;0;0.000000;0;0.000000;2022-09-06
30.213.493/0001-09;2022-01-01;6;125210;0;1;1;0;0.000000;0;0.000000;0;0.000000;2022-06-10
30.219.233/0001-40;2022-01-01;1;116683;0;2;0;0;0.000000;0;0.000000;0;0.000000;2018-04-04
30.306.294/0001-45;2022-01-01;5;127393;103457;2800;738;1225470424;19.780000;2451329628;91.515080;3676800052;37.350000;2022-04-29
30.418.658/0001-89;2022-01-01;1;116692;0;2;0;0;0.000000;0;0.000000;0;0.000000;2018-04-05
30.540.991/0001-66;2022-01-01;1;115523;4776;32;0;1081936;27.275695;7931437;99.976100;9013373;75.742630;2021-01-04
30.545.324/0001-76;2022-01-01;1;116598;0;2;0;0;0.000000;0;0.000000;0;0.000000;2020-07-13
30.723.886/0001-62;2022-01-01;14;127198;9663;67;223;291313231;41.370000;0;0.000000;291313231;41.370000;2022-04-20
30.788.149/0001-48;2022-01-01;1;115701;3;0;0;0;0.000000;0;0.000000;0;0.000000;2020-04-30
31.001.230/0001-07;2022-01-01;4;126485;0;1;0;301066722;100.000000;0;0.000000;301066722;100.000000;2018-12-26
31.468.139/0001-98;2022-01-01;2;120110;2;0;0;20000;100.000000;0;0.000000;20000;100.000000;2022-05-06
31.553.627/0001-01;2022-01-01;12;125857;4843;31;108;44444445;41.740000;0;0.000000;44444445;41.740000;2022-04-30
31.701.408/0001-14;2022-01-01;4;121100;191;9;1;19142553;4.550000;0;0.000000;19142553;4.550000;2022-01-19
31.748.174/0001-60;2022-01-01;4;123060;13;3;1;0;0.000000;0;0.000000;0;0.000000;2022-07-26
31.907.982/0001-23;2022-01-01;1;116202;2;0;0;0;0.000000;0;0.000000;0;0.000000;2020-06-02
32.161.500/0001-00;2022-01-01;9;125326;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-11
32.372.085/0001-25;2022-01-01;1;116308;2;0;0;0;0.000000;0;0.000000;0;0.000000;2018-11-14
32.681.371/0001-72;2022-01-01;4;124168;1;1;1;9011241;10.638000;0;0.000000;9011241;10.638000;2021-10-21
32.770.457/0001-71;2022-01-01;1;116700;0;2;0;0;0.000000;0;0.000000;0;0.000000;2019-01-29
32.785.497/0001-97;2022-01-01;18;125705;68281;418;1664;838904847;60.651649;0;0.000000;838904847;60.651649;2022-04-20
33.000.167/0001-01;2022-01-01;26;126948;858992;5807;2748;3701760571;49.739900;4566511125;81.515100;8268271696;63.385100;2022-11-30
33.035.536/0001-00;2022-01-01;2;116829;6796;39;1;10083852;9.585063;0;0.000000;10083852;9.585063;2022-04-22
33.040.601/0001-87;2022-01-01;3;125467;1092;111;8;494431;4.857000;2008137;25.645000;2502568;13.895000;2022-04-22
33.041.260/0652-90;2022-01-01;14;126891;451504;2122;857;1576975642;98.658000;0;0.000000;1576975642;98.658000;2022-08-11
33.042.730/0001-04;2022-01-01;13;126668;89904;1983;1922;589695175;44.438000;0;0.000000;589695175;44.438000;2022-04-29
33.050.071/0001-58;2022-01-01;5;125510;1023;29;9;479608;0.200000;0;0.000000;479608;0.200000;2022-04-13
33.050.196/0001-88;2022-01-01;6;125873;0;1;0;0;0.000000;0;0.000000;0;0.000000;2022-04-28
33.102.476/0001-92;2022-01-01;3;126041;280;7;19;270725;2.210000;0;0.000000;270725;2.210000;2022-04-29
33.111.246/0001-90;2022-01-01;1;116808;0;0;0;0;0.000000;0;0.000000;0;0.000000;
33.113.309/0001-47;2022-01-01;8;124561;19924;60;206;79254979;100.000000;0;0.000000;79254979;96.000000;2022-06-07
33.130.691/0001-05;2022-01-01;6;127149;962;12;87;191324900;43.484029;0;0.000000;191324900;43.484029;2022-05-16
33.200.049/0001-47;2022-01-01;2;127071;1987;40;10;193004;1.842007;2369881;30.019416;2562885;13.949639;2022-04-29
33.228.024/0001-51;2022-01-01;3;125831;4336;25;19;810490;4.891000;4690765;23.639000;5501255;15.107000;2022-04-29
33.256.439/0001-39;2022-01-01;7;125889;34995;829;1522;1086261994;97.404754;0;0.000000;1086261994;97.404754;2023-04-19
33.352.394/0001-04;2022-01-01;7;125340;666;7;0;2450;0.000400;0;0.000000;2450;0.000400;2020-12-31
