CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
04.752.991/0001-10;2022-01-01;9;126082;291229;Capital Subscrito;2018-06-07;287441819.34;à vista;47782714;0;47782714
04.752.991/0001-10;2022-01-01;9;126082;291230;Capital Integralizado;2018-06-07;287441819.34;;47782714;0;47782714
04.752.991/0001-10;2022-01-01;9;126082;291231;Capital Emitido;2018-02-22;287441819.34;à vista;47782714;0;47782714
04.752.991/0001-10;2022-01-01;9;126082;291232;Capital Subscrito;2017-06-12;199999513.96;à vista;35308776;0;35308776
04.752.991/0001-10;2022-01-01;9;126082;291233;Capital Integralizado;2017-06-12;199999513.96;;35308776;0;35308776
04.752.991/0001-10;2022-01-01;9;126082;291234;Capital Emitido;2017-03-23;199999513.96;à vista;35308776;0;35308776
04.752.991/0001-10;2022-01-01;9;126082;291235;Capital Emitido;2014-01-30;168584513.96;à vista;30827321;0;30827321
04.752.991/0001-10;2022-01-01;9;126082;291236;Capital Autorizado;2013-11-20;110804670.46;;0;0;0
04.821.041/0001-08;2022-01-01;3;122589;279609;Capital Emitido;2017-04-17;244038820.53;Não aplicável;4106754;0;4106754
04.821.041/0001-08;2022-01-01;3;122589;279610;Capital Subscrito;2017-04-17;244038820.53;Não aplicável;4106754;0;4106754
04.821.041/0001-08;2022-01-01;3;122589;279611;Capital Integralizado;2017-04-17;244038820.53;Não aplicável;4106754;0;4106754
04.821.041/0001-08;2022-01-01;3;122589;279612;Capital Autorizado;2017-04-17;244038820.53;Não aplicável;4106754;0;4106754
04.895.728/0001-80;2022-01-01;6;127135;293020;Capital Subscrito;2019-04-29;1624458979.18;;2204620569;4453438;2209074007
04.895.728/0001-80;2022-01-01;6;127135;293021;Capital Integralizado;2019-04-29;1624458979.18;;2204620569;4453438;2209074007
04.895.728/0001-80;2022-01-01;6;127135;293022;Capital Emitido;2018-04-25;1521739772.15;;2204620569;4453438;2209074007
04.902.979/0001-44;2022-01-01;11;127107;292814;Capital Subscrito;2022-09-13;3654918098.57;;56058315;0;56058315
04.902.979/0001-44;2022-01-01;11;127107;292815;Capital Subscrito;2014-12-09;1623251785.69;;29645967;0;29645967
04.902.979/0001-44;2022-01-01;11;127107;292816;Capital Subscrito;2011-02-03;1219669840.84;;2964596762;0;2964596762
04.912.242/0001-02;2022-01-01;1;115915;263402;Capital Integralizado;2001-04-30;1327000.00;;24353;5535;29888
04.913.711/0001-08;2022-01-01;17;127158;293051;Capital Integralizado;2021-06-01;1473121569.74;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293052;Capital Integralizado;2020-07-15;1300664126.30;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293053;Capital Integralizado;2019-08-13;1171043433.76;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293054;Capital Integralizado;2017-09-11;830627699.27;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293055;Capital Integralizado;2016-06-08;691762245.82;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293056;Capital Integralizado;2015-08-05;569315873.31;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293057;Capital Integralizado;2014-07-03;480477400.93;;9521649;0;9521649
04.913.711/0001-08;2022-01-01;17;127158;293058;Capital Integralizado;2013-06-12;400484014.92;;9521649;0;9521649
04.972.092/0001-22;2022-01-01;1;116589;265948;Capital Autorizado;2020-10-16;0.00;;1318780;0;1318780
04.972.092/0001-22;2022-01-01;1;116589;265949;Capital Emitido;2019-08-31;91438041.56;;2781220;0;2781220
04.972.092/0001-22;2022-01-01;1;116589;265950;Capital Subscrito;2019-08-31;91438041.56;;2781220;0;2781220
04.972.092/0001-22;2022-01-01;1;116589;265951;Capital Integralizado;2019-08-31;91438041.56;;2781220;0;2781220
04.986.320/0001-13;2022-01-01;11;127079;292733;Capital Emitido;2020-04-30;991644172.80;;128721560;0;128721560
04.986.320/0001-13;2022-01-01;11;127079;292734;Capital Subscrito;2020-04-30;991644172.60;-;128721560;0;128721560
04.986.320/0001-13;2022-01-01;11;127079;292735;Capital Integralizado;2020-04-30;991644172.80;;128721560;0;128721560
04.986.320/0001-13;2022-01-01;11;127079;292736;Capital Autorizado;2019-05-09;1500000000.00;;128721560;0;128721560
04.992.714/0001-84;2022-01-01;8;127113;292846;Capital Emitido;2023-01-12;501000000.00;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292847;Capital Subscrito;2023-01-12;501000000.00;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292848;Capital Integralizado;2023-01-12;501000000.00;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292849;Capital Emitido;2022-04-12;508712287.16;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292850;Capital Subscrito;2022-04-12;508712287.16;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292851;Capital Integralizado;2022-04-12;508712287.16;Já Integralizado;2312327578;1000;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292852;Capital Emitido;2020-08-31;508712287.16;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292853;Capital Subscrito;2020-08-31;508712287.16;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292854;Capital Integralizado;2020-08-31;508712287.16;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292855;Capital Emitido;2019-07-16;994301288.54;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292856;Capital Subscrito;2019-07-16;994301388.54;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292857;Capital Integralizado;2019-07-16;994301288.54;Já Integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292858;Capital Emitido;2018-08-06;1618630004.60;Já integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292859;Capital Subscrito;2018-08-06;1618630004.60;Já integralizado;2312328578;0;2312328578
04.992.714/0001-84;2022-01-01;8;127113;292860;Capital Integralizado;2018-08-06;1618630004.60;Já integralizado;2312328578;0;2312328578
05.197.443/0001-38;2022-01-01;15;124430;285981;Capital Emitido;2022-10-03;38062118098.38;;7144255743;0;7144255743
05.197.443/0001-38;2022-01-01;15;124430;285982;Capital Subscrito;2022-10-03;38062118098.38;;7144255743;0;7144255743
05.197.443/0001-38;2022-01-01;15;124430;285983;Capital Integralizado;2022-10-03;38062118098.38;;7144255743;0;7144255743
05.197.443/0001-38;2022-01-01;15;124430;285984;Capital Emitido;2022-02-11;38049914822.88;;7142378316;0;7142378316
05.197.443/0001-38;2022-01-01;15;124430;285985;Capital Subscrito;2022-02-11;38049914822.88;;7142378316;0;7142378316
05.197.443/0001-38;2022-01-01;15;124430;285986;Capital Integralizado;2022-02-11;38049914822.88;;7142378316;0;7142378316
05.197.443/0001-38;2022-01-01;15;124430;285987;Capital Emitido;2021-04-30;8352334681.49;;3891569750;0;3891569750
05.197.443/0001-38;2022-01-01;15;124430;285988;Capital Subscrito;2021-04-30;8352334681.49;;3891569750;0;3891569750
05.197.443/0001-38;2022-01-01;15;124430;285989;Capital Integralizado;2021-04-30;8352334681.49;;3891569750;0;3891569750
05.197.443/0001-38;2022-01-01;15;124430;285990;Capital Emitido;2021-04-20;7850521456.50;;3849929530;0;3849929530
05.197.443/0001-38;2022-01-01;15;124430;285991;Capital Subscrito;2021-04-20;7850521456.50;;3849929530;0;3849929530
05.197.443/0001-38;2022-01-01;15;124430;285992;Capital Integralizado;2021-04-20;7850521456.50;;3849929530;0;3849929530
05.197.443/0001-38;2022-01-01;15;124430;285993;Capital Autorizado;2021-03-29;0.00;;530207520;0;530207520
05.303.439/0001-07;2022-01-01;4;125950;290766;Capital Integralizado;2022-03-16;920962726.00;;920962726;0;920962726
05.303.439/0001-07;2022-01-01;4;125950;290767;Capital Autorizado;2021-08-10;0.00;;210000000;0;210000000
05.303.439/0001-07;2022-01-01;4;125950;290768;Capital Emitido;2015-12-21;276185469.00;Totalmente integralizado;414297488;0;414297488
05.303.439/0001-07;2022-01-01;4;125950;290769;Capital Subscrito;2015-12-21;276185469.00;Totalmente integralizado;414297488;0;414297488
05.303.439/0001-07;2022-01-01;4;125950;290770;Capital Integralizado;2015-12-21;276185469.00;;414297488;0;414297488
05.336.882/0001-84;2022-01-01;3;125031;286858;Capital Emitido;2021-09-15;20000000.00;;20000000;0;20000000
05.336.882/0001-84;2022-01-01;3;125031;286859;Capital Emitido;2018-07-06;76281111.00;;76281111;0;76281111
05.336.882/0001-84;2022-01-01;3;125031;286860;Capital Subscrito;2018-07-06;76281111.00;;76281111;0;76281111
05.347.060/0001-07;2022-01-01;2;121626;277723;Capital Emitido;2022-10-31;49348103.37;;55913978;0;55913978
05.347.060/0001-07;2022-01-01;2;121626;277724;Capital Subscrito;2022-10-31;49348103.37;;55913978;0;55913978
05.347.060/0001-07;2022-01-01;2;121626;277725;Capital Integralizado;2022-10-31;49348103.37;;55913978;0;55913978
05.347.060/0001-07;2022-01-01;2;121626;277726;Capital Autorizado;2021-09-14;0.00;;55913978;0;55913978
05.878.397/0001-32;2022-01-01;14;127027;292584;Capital Emitido;2023-01-06;15092136244.00;Totalmente integralizado;592473674;0;592473674
05.878.397/0001-32;2022-01-01;14;127027;292585;Capital Subscrito;2023-01-06;15092136244.00;Totalmente integralizado;592473674;0;592473674
05.878.397/0001-32;2022-01-01;14;127027;292586;Capital Integralizado;2023-01-06;15092136244.00;;592473674;0;592473674
05.878.397/0001-32;2022-01-01;14;127027;292587;Capital Emitido;2019-12-05;4190769244.00;Totalmente integralizado;265772778;0;265772778
05.878.397/0001-32;2022-01-01;14;127027;292588;Capital Subscrito;2019-12-05;4190769244.00;Totalmente integralizado;265772778;0;265772778
05.878.397/0001-32;2022-01-01;14;127027;292589;Capital Integralizado;2019-12-05;4190769244.00;;265772778;0;265772778
05.878.397/0001-32;2022-01-01;14;127027;292590;Capital Autorizado;2019-06-25;4000000000.00;;0;0;0
05.889.284/0001-32;2022-01-01;1;116178;264441;Capital Integralizado;2007-11-05;2270172.00;;2250172;20000;2270172
05.889.284/0001-32;2022-01-01;1;116178;264442;Capital Autorizado;2007-11-05;2270172.00;;2250172;20000;2270172
05.917.486/0001-40;2022-01-01;10;126930;292238;Capital Emitido;2022-02-10;317890422.77;N/A;64663063;0;64663063
05.917.486/0001-40;2022-01-01;10;126930;292239;Capital Subscrito;2022-02-10;317890422.77;N/A;64663063;0;64663063
05.917.486/0001-40;2022-01-01;10;126930;292240;Capital Integralizado;2022-02-10;317890422.77;N/A;64663063;0;64663063
05.917.486/0001-40;2022-01-01;10;126930;292241;Capital Autorizado;2021-08-24;0.00;N/A;80462800;0;80462800
06.016.348/0001-53;2022-01-01;1;115955;263491;Capital Emitido;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.016.348/0001-53;2022-01-01;1;115955;263492;Capital Subscrito;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.016.348/0001-53;2022-01-01;1;115955;263493;Capital Integralizado;2019-09-04;964000.00;Totalmente integralizado;140964000;0;140964000
06.047.087/0001-39;2022-01-01;8;125825;290279;Capital Emitido;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2022-01-01;8;125825;290280;Capital Subscrito;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2022-01-01;8;125825;290281;Capital Integralizado;2022-12-29;15711359775.89;;2289292590;0;2289292590
06.047.087/0001-39;2022-01-01;8;125825;290282;Capital Autorizado;2020-09-24;0.00;;8000000000;0;8000000000
06.057.223/0001-71;2022-01-01;11;123560;283857;Capital Emitido;2023-02-15;1263855996.33;;1349225264;0;1349225264
06.057.223/0001-71;2022-01-01;11;123560;283858;Capital Subscrito;2023-02-15;1263855996.33;;1349225264;0;1349225264
06.057.223/0001-71;2022-01-01;11;123560;283859;Capital Integralizado;2023-02-15;1263855996.33;;1349225264;0;1349225264
06.057.223/0001-71;2022-01-01;11;123560;283860;Capital Autorizado;2022-01-21;0.00;;2000000000;0;2000000000
06.164.253/0001-87;2022-01-01;17;127271;293351;Capital Autorizado;2023-03-17;17000000000.00;;0;0;0
06.164.253/0001-87;2022-01-01;17;127271;293352;Capital Emitido;2023-02-15;4197892283.20;;2863682500;336833577;3200516077
06.164.253/0001-87;2022-01-01;17;127271;293353;Capital Subscrito;2023-02-15;4197892283.20;;2863682500;336833577;3200516077
06.164.253/0001-87;2022-01-01;17;127271;293354;Capital Integralizado;2023-02-15;4197892283.20;;2863682500;336833577;3200516077
06.272.793/0001-84;2022-01-01;5;125915;290696;Capital Autorizado;2022-04-28;2200000000.00;;161318939;2864960;164183899
06.272.793/0001-84;2022-01-01;5;125915;290697;Capital Subscrito;2021-04-28;1651592395.00;;161318939;2864960;164183899
06.272.793/0001-84;2022-01-01;5;125915;290698;Capital Integralizado;2021-04-28;1651592395.00;;161318939;2864960;164183899
06.347.409/0001-65;2022-01-01;7;126931;292235;Capital Emitido;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.347.409/0001-65;2022-01-01;7;126931;292236;Capital Subscrito;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.347.409/0001-65;2022-01-01;7;126931;292237;Capital Integralizado;2022-12-01;2229970549.00;;4809277645;0;4809277645
06.626.253/0001-51;2022-01-01;12;126730;291917;Capital Emitido;2023-04-04;1315470081.64;Não aplicável.;463830085;0;463830085
06.626.253/0001-51;2022-01-01;12;126730;291918;Capital Subscrito;2023-04-04;1315470081.64;Não aplicável.;463830085;0;463830085
06.626.253/0001-51;2022-01-01;12;126730;291919;Capital Integralizado;2023-04-04;1315470081.64;Não aplicável.;463830085;0;463830085
06.626.253/0001-51;2022-01-01;12;126730;291920;Capital Autorizado;2021-09-06;0.00;;150000000;0;150000000
06.977.745/0001-91;2022-01-01;6;123150;282435;Capital Emitido;2020-03-12;10406862080.33;;873141333;0;873141333
06.977.745/0001-91;2022-01-01;6;123150;282436;Capital Subscrito;2020-03-12;10406862080.33;;873141333;0;873141333
06.977.745/0001-91;2022-01-01;6;123150;282437;Capital Integralizado;2020-03-12;10406862080.33;;873141333;0;873141333
06.977.751/0001-49;2022-01-01;15;127086;292744;Capital Emitido;2023-01-24;733334268.59;Totalmente integralizado;11610812;0;11610812
06.977.751/0001-49;2022-01-01;15;127086;292745;Capital Subscrito;2023-01-24;733334268.59;Totalmente integralizado;11610812;0;11610812
06.977.751/0001-49;2022-01-01;15;127086;292746;Capital Integralizado;2023-01-24;733334268.59;Totalmente integralizado;11610812;0;11610812
06.981.176/0001-58;2022-01-01;7;126042;291093;Capital Emitido;2022-01-31;4123723629.09;Não se aplica;2896785358;0;2896785358
06.981.176/0001-58;2022-01-01;7;126042;291094;Capital Subscrito;2022-01-31;4123723629.09;Não se aplica;2896785358;0;2896785358
06.981.176/0001-58;2022-01-01;7;126042;291095;Capital Integralizado;2022-01-31;4123723629.09;Não se aplica;2896785358;0;2896785358
06.981.180/0001-16;2022-01-01;7;126034;291070;Capital Emitido;2019-08-07;5371997787.64;Não se aplica;2359113452;0;2359113452
06.981.180/0001-16;2022-01-01;7;126034;291071;Capital Subscrito;2019-08-07;5371997787.64;Não se aplica;2359113452;0;2359113452
06.981.180/0001-16;2022-01-01;7;126034;291072;Capital Integralizado;2019-08-07;5371997787.64;Não se aplica;2359113452;0;2359113452
06.981.381/0001-13;2022-03-31;2;118181;269244;Capital Subscrito;2021-07-21;562203309.12;N/A;320748000;0;320748000
06.981.381/0001-13;2022-03-31;2;118181;269245;Capital Autorizado;2021-07-21;0.00;N/A;1352000;0;1352000
06.981.381/0001-13;2022-03-31;2;118181;269246;Capital Integralizado;2019-02-06;562203309.12;N/A;320748000;0;320748000
06.981.381/0001-13;2022-03-31;2;118181;269247;Capital Emitido;2016-12-07;562203309.12;N/A;320748000;0;320748000
07.040.108/0001-57;2022-01-01;13;125585;289730;Capital Emitido;2022-04-30;2251558211.24;;183498962;56877;183555839
07.040.108/0001-57;2022-01-01;13;125585;289731;Capital Subscrito;2022-04-30;2251558211.24;;183498962;56877;183555839
07.040.108/0001-57;2022-01-01;13;125585;289732;Capital Integralizado;2022-04-30;2251558211.24;;183498962;56877;183555839
07.040.108/0001-57;2022-01-01;13;125585;289733;Capital Autorizado;1998-03-25;0.00;;0;0;50000000000
07.043.628/0001-13;2022-01-01;4;125946;290756;Capital Emitido;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.043.628/0001-13;2022-01-01;4;125946;290757;Capital Subscrito;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.043.628/0001-13;2022-01-01;4;125946;290758;Capital Integralizado;2016-02-26;9509568654.08;26/02/2016;203583506268;0;203583506268
07.047.251/0001-70;2022-01-01;15;125797;290179;Capital Emitido;2022-04-12;1085346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290180;Capital Subscrito;2022-04-12;1085346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290181;Capital Integralizado;2022-04-12;1085346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290182;Capital Emitido;2021-04-26;914346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290183;Capital Subscrito;2021-04-26;914346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290184;Capital Integralizado;2021-04-26;914346885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290185;Capital Emitido;2020-04-28;892246885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290186;Capital Subscrito;2020-04-28;892246885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290187;Capital Integralizado;2020-04-28;892246885.77;;48067937;29787362;77855299
07.047.251/0001-70;2022-01-01;15;125797;290188;Capital Autorizado;1995-03-31;0.00;;100000000000;200000000000;300000000000
07.119.838/0001-48;2022-01-01;3;122807;280853;Capital Emitido;2021-05-27;384524.00;0;384524;0;384524
07.119.838/0001-48;2022-01-01;3;122807;280854;Capital Emitido;2021-05-27;384524.00;0;384524;0;384524
07.119.838/0001-48;2022-01-01;3;122807;280855;Capital Subscrito;2021-05-27;384524.00;0;384524;0;384524
07.206.816/0001-15;2022-01-01;2;119883;272319;Capital Integralizado;2021-03-26;2597656478.44;;339000000;0;339000000
07.206.816/0001-15;2022-01-01;2;119883;272320;Capital Integralizado;2020-03-06;2567941479.94;;339000000;0;339000000
07.237.373/0001-20;2022-01-01;12;126954;292328;Capital Integralizado;2023-03-31;8772600000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292329;Capital Integralizado;2022-03-28;7445600000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292330;Capital Integralizado;2021-03-31;6293460000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292331;Capital Integralizado;2020-03-27;5569988000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292332;Capital Integralizado;2019-04-25;3813000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292333;Capital Integralizado;2018-03-26;2844000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292334;Capital Autorizado;2017-03-24;2844000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292335;Capital Autorizado;2016-03-31;2844000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292336;Capital Autorizado;2015-03-31;2844000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292337;Capital Integralizado;2014-03-28;2844000000.00;;86371464;0;86371464
07.237.373/0001-20;2022-01-01;12;126954;292338;Capital Integralizado;2013-08-23;2437000000.00;;87001901;0;87001901
07.237.373/0001-20;2022-01-01;12;126954;292339;Capital Integralizado;2013-03-22;2437000000.00;;48484775;38517126;87001901
07.237.373/0001-20;2022-01-01;12;126954;292340;Capital Integralizado;2012-03-30;2142000000.00;;48484775;38517126;87001901
07.237.373/0001-20;2022-01-01;12;126954;292341;Capital Integralizado;2011-04-01;2010000000.00;;48484775;38517126;87001901
07.253.321/0001-47;2022-01-01;1;116818;266737;Capital Autorizado;1993-04-30;90000000.00;;30000000;60000000;90000000
07.275.159/0001-68;2022-01-01;1;114741;261036;Capital Autorizado;2011-04-29;6892500.00;;496437;1753563;2250000
07.282.377/0001-20;2022-01-01;3;123105;282297;Capital Autorizado;2019-09-16;0.00;;50000;0;50000
07.282.377/0001-20;2022-01-01;3;123105;282298;Capital Emitido;2017-09-20;534716540.16;;97112;0;97112
07.282.377/0001-20;2022-01-01;3;123105;282299;Capital Subscrito;2017-09-20;534716540.16;;97112;0;97112
07.282.377/0001-20;2022-01-01;3;123105;282300;Capital Integralizado;2017-09-20;534716540.16;;97112;0;97112
07.334.600/0001-35;2022-01-01;1;114603;260516;Capital Emitido;2000-04-30;63637372.76;;95244338;1316954;96561292
07.334.600/0001-35;2022-01-01;1;114603;260517;Capital Subscrito;2000-04-30;63637372.76;;95244338;1316954;96561292
07.334.600/0001-35;2022-01-01;1;114603;260518;Capital Integralizado;2000-04-30;63637372.76;;95244338;1316954;96561292
07.334.600/0001-35;2022-01-01;1;114603;260519;Capital Autorizado;2000-04-30;140890000.00;;84097241;56792759;140890000
07.401.436/0001-31;2022-01-01;1;116630;266038;Capital Emitido;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.401.436/0001-31;2022-01-01;1;116630;266039;Capital Subscrito;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.401.436/0001-31;2022-01-01;1;116630;266040;Capital Integralizado;2012-08-20;1788791903.18;;1525558419;0;1525558419
07.415.333/0001-20;2022-01-01;11;125942;290749;Capital Emitido;2022-04-11;1174209811.27;11/04/2022;838340743;0;838340743
07.415.333/0001-20;2022-01-01;11;125942;290750;Capital Integralizado;2022-04-11;1174209811.27;;838340743;0;838340743
07.415.333/0001-20;2022-01-01;11;125942;290751;Capital Autorizado;2020-08-05;0.00;;160000000;0;160000000
07.437.016/0001-05;2022-01-01;2;125663;289959;Capital Emitido;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2022-01-01;2;125663;289960;Capital Subscrito;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2022-01-01;2;125663;289961;Capital Integralizado;2018-09-10;57648894.12;;30969063;0;30969063
07.437.016/0001-05;2022-01-01;2;125663;289962;Capital Emitido;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2022-01-01;2;125663;289963;Capital Subscrito;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2022-01-01;2;125663;289964;Capital Integralizado;2018-08-08;53148894.12;;26850248;0;26850248
07.437.016/0001-05;2022-01-01;2;125663;289965;Capital Emitido;2014-02-19;43152042.12;;19417644;0;19417644
07.437.016/0001-05;2022-01-01;2;125663;289966;Capital Subscrito;2014-02-19;43152042.12;;19417644;0;19417644
07.437.016/0001-05;2022-01-01;2;125663;289967;Capital Integralizado;2014-02-19;43152042.12;;19417644;0;19417644
07.526.557/0001-00;2022-01-01;9;128293;296610;Capital Emitido;2023-04-25;58177928601.85;Totalmente Integralizado;15753833284;0;15753833284
07.526.557/0001-00;2022-01-01;9;128293;296611;Capital Subscrito;2023-04-25;58177928601.85;Totalmente Integralizado;15753833284;0;15753833284
07.526.557/0001-00;2022-01-01;9;128293;296612;Capital Integralizado;2023-04-25;58177928601.85;Totalmente Integralizado;15753833284;0;15753833284
07.526.557/0001-00;2022-01-01;9;128293;296613;Capital Autorizado;2013-03-01;0.00;;19000000000;0;19000000000
07.587.384/0001-30;2022-01-01;1;116198;264508;Capital Emitido;2015-04-30;699012.00;Imediato;699012;0;699012
07.587.384/0001-30;2022-01-01;1;116198;264509;Capital Emitido;2015-04-30;699012.00;Imediato;699012;0;699012
07.587.384/0001-30;2022-01-01;1;116198;264510;Capital Subscrito;2015-04-30;699012.00;Imediato;699012;0;699012
07.594.978/0001-78;2022-01-01;6;125835;290295;Capital Emitido;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2022-01-01;6;125835;290296;Capital Subscrito;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2022-01-01;6;125835;290297;Capital Integralizado;2021-07-28;2970442883.60;N/A;586242289;0;586242289
07.594.978/0001-78;2022-01-01;6;125835;290298;Capital Autorizado;2021-06-22;0.00;N/A;420000000;0;420000000
07.628.528/0001-59;2022-06-30;5;121281;277198;Capital Integralizado;2021-05-14;1587984600.71;;102377008;0;102377008
07.628.528/0001-59;2022-06-30;5;121281;277199;Capital Integralizado;2021-02-03;1139810576.89;;82104301;0;82104301
07.636.657/0001-99;2022-01-01;6;123781;284583;Capital Emitido;2022-05-27;504940375.76;;1031745;206231;1237976
07.636.657/0001-99;2022-01-01;6;123781;284584;Capital Subscrito;2022-05-27;504940375.76;;1031745;206231;1237976
07.636.657/0001-99;2022-01-01;6;123781;284585;Capital Integralizado;2022-05-27;504940375.76;;1031745;206231;1237976
07.659.538/0001-51;2022-01-01;2;115740;262987;Capital Integralizado;2008-09-11;11023802.00;;334424444;0;334424444
07.659.538/0001-51;2022-01-01;2;115740;262988;Capital Autorizado;2006-01-30;610000000.00;;0;0;0
07.689.002/0001-89;2022-01-01;10;126246;291593;Capital Emitido;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2022-01-01;10;126246;291594;Capital Subscrito;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2022-01-01;10;126246;291595;Capital Integralizado;2018-03-05;5159617052.42;;740465044;0;740465044
07.689.002/0001-89;2022-01-01;10;126246;291596;Capital Autorizado;2006-05-23;0.00;;1000000000;0;1000000000
07.704.246/0001-93;2022-01-01;2;126093;291267;Capital Autorizado;2021-08-24;1500000000.00;;0;0;0
07.704.246/0001-93;2022-01-01;2;126093;291268;Capital Emitido;2020-11-18;38854725.33;Totalmente integralizado;88033592;0;88033592
07.704.246/0001-93;2022-01-01;2;126093;291269;Capital Subscrito;2020-11-18;38854725.33;Totalmente integralizado;88033592;0;88033592
07.704.246/0001-93;2022-01-01;2;126093;291270;Capital Integralizado;2020-11-18;38854725.33;;88033592;0;88033592
07.718.269/0001-57;2022-01-01;5;127297;293414;Capital Integralizado;2015-10-21;1860263807.68;;50000000;0;50000000
07.718.269/0001-57;2022-01-01;5;127297;293415;Capital Integralizado;2012-05-14;1860263807.68;;200000000;0;200000000
07.718.269/0001-57;2022-01-01;5;127297;293416;Capital Autorizado;2012-04-30;0.00;;106352576;0;106352576
07.802.794/0001-56;2022-01-01;7;126963;292365;Capital Emitido;2022-06-20;69557341.26;Não há;217869008;0;217869008
07.802.794/0001-56;2022-01-01;7;126963;292366;Capital Subscrito;2022-06-20;69557341.26;Não há;217869008;0;217869008
07.802.794/0001-56;2022-01-01;7;126963;292367;Capital Integralizado;2022-06-20;69557341.26;;217869008;0;217869008
07.816.890/0001-53;2022-01-01;6;126119;291327;Capital Emitido;2018-07-20;2988062190.88;;565185834;35575041;600760875
07.816.890/0001-53;2022-01-01;6;126119;291328;Capital Subscrito;2018-07-20;2988062190.88;;565185834;35575041;600760875
