CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;ID_Capital_Social;Tipo_Capital;Data_Autorizacao_Aprovacao;Valor_Capital;Prazo_Integralizacao;Quantidade_Acoes_Ordinarias;Quantidade_Acoes_Preferenciais;Quantidade_Total_Acoes
14.127.813/0001-51;2022-01-01;7;125927;290722;Capital Emitido;2023-03-28;395503585.60;;50797017;0;50797017
14.127.813/0001-51;2022-01-01;7;125927;290723;Capital Subscrito;2023-03-28;395503585.60;;50797017;0;50797017
14.127.813/0001-51;2022-01-01;7;125927;290724;Capital Integralizado;2023-03-28;395503585.60;;50797017;0;50797017
14.127.813/0001-51;2022-01-01;7;125927;290725;Capital Autorizado;2021-04-15;0.00;;35000000;0;35000000
14.191.427/0001-29;2022-01-01;1;115956;263494;Capital Emitido;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2022-01-01;1;115956;263495;Capital Subscrito;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2022-01-01;1;115956;263496;Capital Integralizado;2020-03-17;977661998.15;;108132505;0;108132505
14.191.427/0001-29;2022-01-01;1;115956;263497;Capital Autorizado;2020-03-17;2000000000.00;;0;0;0
14.388.334/0001-99;2022-01-01;7;123627;284104;Capital Emitido;2021-05-31;767253749.27;;1646441694;1608551157;3254992851
14.388.334/0001-99;2022-01-01;7;123627;284105;Capital Subscrito;2021-05-31;767253749.27;;1646441694;1608551157;3254992851
14.388.334/0001-99;2022-01-01;7;123627;284106;Capital Integralizado;2021-05-31;767253749.27;;1646441694;1608551157;3254992851
14.776.142/0001-50;2022-01-01;15;125582;289709;Capital Emitido;2023-04-19;471030333.15;;110404337;0;110404337
14.776.142/0001-50;2022-01-01;15;125582;289710;Capital Subscrito;2023-04-19;471030333.15;;110404337;0;110404337
14.776.142/0001-50;2022-01-01;15;125582;289711;Capital Integralizado;2023-04-19;471030333.15;;110404337;0;110404337
14.776.142/0001-50;2022-01-01;15;125582;289712;Capital Autorizado;2021-01-15;0.00;;250000000;0;250000000
14.785.152/0001-51;2022-01-01;11;126874;291931;Capital Emitido;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2022-01-01;11;126874;291932;Capital Subscrito;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2022-01-01;11;126874;291933;Capital Integralizado;2021-01-21;1321141551.38;Não aplicável;103188981;0;103188981
14.785.152/0001-51;2022-01-01;11;126874;291934;Capital Autorizado;2020-08-25;3000000000.00;Não aplicável;0;0;0
14.807.945/0001-24;2022-01-01;4;126899;292067;Capital Integralizado;2020-07-27;54625000.00;;2657920;5058480;7716400
14.807.945/0001-24;2022-01-01;4;126899;292068;Capital Autorizado;2020-07-27;54625000.00;;1480000000;2900000000;4380000000
14.876.090/0001-93;2022-01-01;1;116394;265252;Capital Emitido;2020-12-20;1190148.00;;1190148;0;1190148
14.876.090/0001-93;2022-01-01;1;116394;265253;Capital Subscrito;2020-12-20;1190148.00;;1190148;0;1190148
14.876.090/0001-93;2022-01-01;1;116394;265254;Capital Integralizado;2020-12-20;1190148.00;;1190148;0;1190148
14.882.295/0001-81;2022-01-01;6;125997;291012;Capital Emitido;2021-09-09;1362758733.71;;138622434;0;138622434
14.882.295/0001-81;2022-01-01;6;125997;291013;Capital Subscrito;2021-09-09;1362758733.71;;138622434;0;138622434
14.882.295/0001-81;2022-01-01;6;125997;291014;Capital Integralizado;2021-09-09;1362758733.71;;138622434;0;138622434
14.882.295/0001-81;2022-01-01;6;125997;291015;Capital Autorizado;2020-08-03;0.00;;100000000;0;100000000
14.998.371/0001-19;2022-01-01;8;125398;288867;Capital Integralizado;2019-12-30;132041756.71;;10674856;8692854;19367710
14.998.371/0001-19;2022-01-01;8;125398;288868;Capital Autorizado;2007-05-04;200000000.00;;100000000;100000000;200000000
15.073.274/0001-88;2022-01-01;3;118190;269279;Capital Emitido;2020-03-18;1504802000.00;;0;2814667;2814667
15.073.274/0001-88;2022-01-01;3;118190;269280;Capital Subscrito;2020-03-18;1504802000.00;;0;2814667;2814667
15.073.274/0001-88;2022-01-01;3;118190;269281;Capital Integralizado;2020-03-18;1504802000.00;;0;2814667;2814667
15.073.274/0001-88;2022-01-01;3;118190;269282;Capital Emitido;2017-09-06;1328800000.00;;0;91010620;91010620
15.073.274/0001-88;2022-01-01;3;118190;269283;Capital Subscrito;2017-09-06;1328800000.00;;0;91010620;91010620
15.073.274/0001-88;2022-01-01;3;118190;269284;Capital Integralizado;2017-09-06;1328800000.00;;0;91010620;91010620
15.090.690/0001-94;2022-01-01;7;125523;289538;Capital Emitido;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2022-01-01;7;125523;289539;Capital Subscrito;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2022-01-01;7;125523;289540;Capital Integralizado;2021-09-10;1922550916.98;;1922550917;0;1922550917
15.090.690/0001-94;2022-01-01;7;125523;289541;Capital Autorizado;2021-09-10;0.00;;0;0;0
15.101.405/0001-93;2022-01-01;1;115754;263026;Capital Integralizado;2011-04-27;1423541.58;;7815;15338;23153
15.115.504/0001-24;2022-01-01;1;116106;264204;Capital Integralizado;2022-04-26;250000000.00;;10158398;18860349;29018747
15.139.629/0001-94;2022-01-01;7;125926;290715;Capital Subscrito;2018-07-27;818777352.40;;16235889;11920141;28156030
15.139.629/0001-94;2022-01-01;7;125926;290716;Capital Integralizado;2018-07-27;2988161799.23;;151997609;110098478;262096087
15.139.629/0001-94;2022-01-01;7;125926;290717;Capital Autorizado;2018-07-27;3050000.00;;0;0;0
15.139.629/0001-94;2022-01-01;7;125926;290718;Capital Emitido;2018-03-20;882166634.32;;17620303;12716551;30336854
15.141.799/0001-03;2022-01-01;6;125482;289210;Capital Emitido;2017-03-10;1225443617.65;;29440000;58880000;88320000
15.141.799/0001-03;2022-01-01;6;125482;289211;Capital Subscrito;2017-03-10;1225443617.65;;29440000;58880000;88320000
15.141.799/0001-03;2022-01-01;6;125482;289212;Capital Integralizado;2017-03-10;1225443617.65;;29440000;58880000;88320000
15.141.799/0001-03;2022-01-01;6;125482;289213;Capital Autorizado;2015-04-28;1500000000.00;;29440000;58880000;88320000
15.144.017/0001-90;2022-01-01;6;127196;293128;Capital Emitido;2009-03-30;100000000.00;Não há capital ainda não integ;3840000;3840000;7680000
15.144.017/0001-90;2022-01-01;6;127196;293129;Capital Subscrito;2009-03-30;100000000.00;Não há capital ainda não integ;3840000;3840000;7680000
15.144.017/0001-90;2022-01-01;6;127196;293130;Capital Integralizado;2009-03-30;100000000.00;;3840000;3840000;7680000
15.229.110/0001-05;2022-01-01;1;115977;263759;Capital Integralizado;2012-08-29;10000.00;;10000;0;10000
15.229.110/0001-05;2022-01-01;1;115977;263760;Capital Emitido;2011-12-12;10000.00;;10000;0;10000
15.229.110/0001-05;2022-01-01;1;115977;263761;Capital Subscrito;2011-12-12;10000.00;;10000;0;10000
15.377.572/0001-61;2022-01-01;1;115989;263796;Capital Integralizado;2013-12-31;100000.00;;100000;0;100000
15.377.572/0001-61;2022-01-01;1;115989;263797;Capital Emitido;2012-04-11;100000.00;;100000;0;100000
15.377.572/0001-61;2022-01-01;1;115989;263798;Capital Subscrito;2012-04-11;100000.00;;100000;0;100000
15.413.826/0001-50;2022-01-01;2;121225;277031;Capital Emitido;2016-04-26;616732727.62;;647015;0;647015
15.413.826/0001-50;2022-01-01;2;121225;277032;Capital Subscrito;2016-04-26;616732727.62;;647015;0;647015
15.413.826/0001-50;2022-01-01;2;121225;277033;Capital Integralizado;2016-04-26;616732727.62;;647015;0;647015
15.413.826/0001-50;2022-01-01;2;121225;277034;Capital Autorizado;2016-04-26;0.00;;1500000;0;1500000
15.484.093/0001-44;2022-01-01;17;126913;292085;Capital Emitido;2023-05-15;1281000100.00;;1281000100;0;1281000100
15.484.093/0001-44;2022-01-01;17;126913;292086;Capital Integralizado;2023-05-15;1281000100.00;;1281000100;0;1281000100
15.484.093/0001-44;2022-01-01;17;126913;292087;Capital Emitido;2023-04-11;1261000100.00;;1261000100;0;1261000100
15.484.093/0001-44;2022-01-01;17;126913;292088;Capital Integralizado;2023-04-11;1261000100.00;;1261000100;0;1261000100
15.484.093/0001-44;2022-01-01;17;126913;292089;Capital Emitido;2023-03-16;1237000100.00;;1237000100;0;1237000100
15.484.093/0001-44;2022-01-01;17;126913;292090;Capital Integralizado;2023-03-16;1237000100.00;;1237000100;0;1237000100
15.484.093/0001-44;2022-01-01;17;126913;292091;Capital Emitido;2023-02-15;1217000100.00;;1217000100;0;1217000100
15.484.093/0001-44;2022-01-01;17;126913;292092;Capital Integralizado;2023-02-15;1217000100.00;;1217000100;0;1217000100
15.484.093/0001-44;2022-01-01;17;126913;292093;Capital Emitido;2023-01-16;1199000100.00;;1199000100;0;1199000100
15.484.093/0001-44;2022-01-01;17;126913;292094;Capital Integralizado;2023-01-16;1199000100.00;;1199000100;0;1199000100
15.484.093/0001-44;2022-01-01;17;126913;292095;Capital Emitido;2022-12-20;1183000100.00;;1183000100;0;1183000100
15.484.093/0001-44;2022-01-01;17;126913;292096;Capital Integralizado;2022-12-20;1183000100.00;;1183000100;0;1183000100
15.484.093/0001-44;2022-01-01;17;126913;292097;Capital Emitido;2022-11-21;1164000100.00;;1164000100;0;1164000100
15.484.093/0001-44;2022-01-01;17;126913;292098;Capital Integralizado;2022-11-21;1164000100.00;;1164000100;0;1164000100
15.484.093/0001-44;2022-01-01;17;126913;292099;Capital Emitido;2022-10-07;1154000100.00;;1154000100;0;1154000100
15.484.093/0001-44;2022-01-01;17;126913;292100;Capital Integralizado;2022-10-07;1154000100.00;;1154000100;0;1154000100
15.484.093/0001-44;2022-01-01;17;126913;292101;Capital Emitido;2022-09-06;1119000100.00;;1119000100;0;1119000100
15.484.093/0001-44;2022-01-01;17;126913;292102;Capital Integralizado;2022-09-06;1119000100.00;;1119000100;0;1119000100
15.484.093/0001-44;2022-01-01;17;126913;292103;Capital Emitido;2022-08-05;1090500100.00;;1090500100;0;1090500100
15.484.093/0001-44;2022-01-01;17;126913;292104;Capital Integralizado;2022-08-05;1090500100.00;;1090500100;0;1090500100
15.484.093/0001-44;2022-01-01;17;126913;292105;Capital Emitido;2022-07-05;1064500100.00;;1064500100;0;1064500100
15.484.093/0001-44;2022-01-01;17;126913;292106;Capital Integralizado;2022-07-05;1064500100.00;;1064500100;0;1064500100
15.484.093/0001-44;2022-01-01;17;126913;292107;Capital Emitido;2022-06-06;1038500100.00;;1038500100;0;1038500100
15.484.093/0001-44;2022-01-01;17;126913;292108;Capital Integralizado;2022-06-06;1038500100.00;;1038500100;0;1038500100
15.484.093/0001-44;2022-01-01;17;126913;292109;Capital Emitido;2022-05-03;1010500100.00;;1010500100;0;1010500100
15.484.093/0001-44;2022-01-01;17;126913;292110;Capital Integralizado;2022-05-03;1010500100.00;;1010500100;0;1010500100
15.484.093/0001-44;2022-01-01;17;126913;292111;Capital Emitido;2022-04-08;972500100.00;;972500100;0;972500100
15.484.093/0001-44;2022-01-01;17;126913;292112;Capital Integralizado;2022-04-08;972500100.00;;972500100;0;972500100
15.484.093/0001-44;2022-01-01;17;126913;292113;Capital Emitido;2022-03-15;947500100.00;;947500100;0;947500100
15.484.093/0001-44;2022-01-01;17;126913;292114;Capital Integralizado;2022-03-15;947500100.00;;947500100;0;947500100
15.484.093/0001-44;2022-01-01;17;126913;292115;Capital Emitido;2022-01-28;925500100.00;;925500100;0;925500100
15.484.093/0001-44;2022-01-01;17;126913;292116;Capital Integralizado;2022-01-28;925500100.00;;925500100;0;925500100
15.484.093/0001-44;2022-01-01;17;126913;292117;Capital Emitido;2021-12-10;900500100.00;;900500100;0;900500100
15.484.093/0001-44;2022-01-01;17;126913;292118;Capital Integralizado;2021-12-10;900500100.00;;900500100;0;900500100
15.484.093/0001-44;2022-01-01;17;126913;292119;Capital Emitido;2021-11-19;875500100.00;;875500100;0;875500100
15.484.093/0001-44;2022-01-01;17;126913;292120;Capital Integralizado;2021-11-19;875500100.00;;875500100;0;875500100
15.484.093/0001-44;2022-01-01;17;126913;292121;Capital Emitido;2021-10-20;855500100.00;;855500100;0;855500100
15.484.093/0001-44;2022-01-01;17;126913;292122;Capital Integralizado;2021-10-20;855500100.00;;855500100;0;855500100
15.484.093/0001-44;2022-01-01;17;126913;292123;Capital Emitido;2021-09-28;835500100.00;;835500100;0;835500100
15.484.093/0001-44;2022-01-01;17;126913;292124;Capital Integralizado;2021-09-28;835500100.00;;835500100;0;835500100
15.484.093/0001-44;2022-01-01;17;126913;292125;Capital Emitido;2021-09-02;823500100.00;;823500100;0;823500100
15.484.093/0001-44;2022-01-01;17;126913;292126;Capital Integralizado;2021-09-02;823500100.00;;823500100;0;823500100
15.484.093/0001-44;2022-01-01;17;126913;292127;Capital Emitido;2021-07-07;798500100.00;;798500100;0;798500100
15.484.093/0001-44;2022-01-01;17;126913;292128;Capital Integralizado;2021-07-07;798500100.00;;798500100;0;798500100
15.484.093/0001-44;2022-01-01;17;126913;292129;Capital Emitido;2021-06-02;758500100.00;;758500100;0;758500100
15.484.093/0001-44;2022-01-01;17;126913;292130;Capital Integralizado;2021-06-02;758500100.00;;758500100;0;758500100
15.484.093/0001-44;2022-01-01;17;126913;292131;Capital Emitido;2021-05-24;730500100.00;;730500100;0;730500100
15.484.093/0001-44;2022-01-01;17;126913;292132;Capital Integralizado;2021-05-24;730500100.00;;730500100;0;730500100
15.484.093/0001-44;2022-01-01;17;126913;292133;Capital Emitido;2021-04-16;722500100.00;;722500100;0;722500100
15.484.093/0001-44;2022-01-01;17;126913;292134;Capital Integralizado;2021-04-16;722500100.00;;722500100;0;722500100
15.484.093/0001-44;2022-01-01;17;126913;292135;Capital Emitido;2021-03-25;704500100.00;;704500100;0;704500100
15.484.093/0001-44;2022-01-01;17;126913;292136;Capital Integralizado;2021-03-25;704500100.00;;704500100;0;704500100
15.484.093/0001-44;2022-01-01;17;126913;292137;Capital Emitido;2021-01-27;686500100.00;;686500100;0;686500100
15.484.093/0001-44;2022-01-01;17;126913;292138;Capital Integralizado;2021-01-27;686500100.00;;686500100;0;686500100
15.484.093/0001-44;2022-01-01;17;126913;292139;Capital Emitido;2020-12-28;661500100.00;;661500100;0;661500100
15.484.093/0001-44;2022-01-01;17;126913;292140;Capital Integralizado;2020-12-28;661500100.00;;661500100;0;661500100
15.484.093/0001-44;2022-01-01;17;126913;292141;Capital Emitido;2020-11-30;631500100.00;;631500100;0;631500100
15.484.093/0001-44;2022-01-01;17;126913;292142;Capital Integralizado;2020-11-30;631500100.00;;631500100;0;631500100
15.484.093/0001-44;2022-01-01;17;126913;292143;Capital Emitido;2020-09-23;606500100.00;;606500100;0;606500100
15.484.093/0001-44;2022-01-01;17;126913;292144;Capital Integralizado;2020-09-23;606500100.00;;606500100;0;606500100
15.484.093/0001-44;2022-01-01;17;126913;292145;Capital Emitido;2020-08-28;588500100.00;;588500100;0;588500100
15.484.093/0001-44;2022-01-01;17;126913;292146;Capital Integralizado;2020-08-28;588500100.00;;588500100;0;588500100
15.484.093/0001-44;2022-01-01;17;126913;292147;Capital Emitido;2020-04-29;581500100.00;;581500100;0;581500100
15.484.093/0001-44;2022-01-01;17;126913;292148;Capital Integralizado;2020-04-29;581500100.00;;581500100;0;581500100
15.484.093/0001-44;2022-01-01;17;126913;292149;Capital Emitido;2020-01-15;566500100.00;;566500100;0;566500100
15.484.093/0001-44;2022-01-01;17;126913;292150;Capital Integralizado;2020-01-15;566500100.00;;566500100;0;566500100
15.484.093/0001-44;2022-01-01;17;126913;292151;Capital Emitido;2019-12-19;509000100.00;;509000100;0;509000100
15.484.093/0001-44;2022-01-01;17;126913;292152;Capital Integralizado;2019-12-19;509000100.00;;509000100;0;509000100
15.484.093/0001-44;2022-01-01;17;126913;292153;Capital Autorizado;2019-12-19;698000100.00;;698000100;0;698000100
15.484.093/0001-44;2022-01-01;17;126913;292154;Capital Emitido;2019-11-19;474000100.00;;474000100;0;474000100
15.484.093/0001-44;2022-01-01;17;126913;292155;Capital Integralizado;2019-11-19;474000100.00;;474000100;0;474000100
15.484.093/0001-44;2022-01-01;17;126913;292156;Capital Autorizado;2019-11-19;698000100.00;;698000100;0;698000100
15.484.093/0001-44;2022-01-01;17;126913;292157;Capital Emitido;2019-10-18;444000100.00;;444000100;0;444000100
15.484.093/0001-44;2022-01-01;17;126913;292158;Capital Integralizado;2019-10-18;444000100.00;;444000100;0;444000100
15.484.093/0001-44;2022-01-01;17;126913;292159;Capital Autorizado;2019-10-18;444000100.00;;440000100;0;444000100
15.484.093/0001-44;2022-01-01;17;126913;292160;Capital Emitido;2019-09-30;417000100.00;;417000100;0;417000100
15.484.093/0001-44;2022-01-01;17;126913;292161;Capital Integralizado;2019-09-30;417000100.00;;417000100;0;417000100
15.484.093/0001-44;2022-01-01;17;126913;292162;Capital Autorizado;2019-09-30;417000100.00;;417000100;0;417000100
15.484.093/0001-44;2022-01-01;17;126913;292163;Capital Emitido;2019-08-31;397000000.00;;397000000;0;397000000
15.484.093/0001-44;2022-01-01;17;126913;292164;Capital Integralizado;2019-08-31;397000000.00;;397000000;0;397000000
15.484.093/0001-44;2022-01-01;17;126913;292165;Capital Autorizado;2019-08-31;397000000.00;;397000000;0;397000000
15.484.093/0001-44;2022-01-01;17;126913;292166;Capital Emitido;2019-07-30;362000000.00;;362000000;0;362000000
15.484.093/0001-44;2022-01-01;17;126913;292167;Capital Integralizado;2019-07-30;362000000.00;;362000000;0;362000000
15.484.093/0001-44;2022-01-01;17;126913;292168;Capital Autorizado;2019-07-30;362000000.00;;362000000;0;362000000
15.484.093/0001-44;2022-01-01;17;126913;292169;Capital Emitido;2019-05-15;347000000.00;;347000000;0;347000000
15.484.093/0001-44;2022-01-01;17;126913;292170;Capital Integralizado;2019-05-15;347000000.00;;347000000;0;347000000
15.484.093/0001-44;2022-01-01;17;126913;292171;Capital Autorizado;2019-05-15;347000000.00;;347000000;0;347000000
15.484.093/0001-44;2022-01-01;17;126913;292172;Capital Emitido;2019-02-27;327000100.00;;327000100;0;327000100
15.484.093/0001-44;2022-01-01;17;126913;292173;Capital Subscrito;2019-02-27;327000100.00;;327000100;0;327000100
15.484.093/0001-44;2022-01-01;17;126913;292174;Capital Integralizado;2019-02-27;327000100.00;;327000100;0;327000100
15.484.093/0001-44;2022-01-01;17;126913;292175;Capital Emitido;2019-01-30;311000100.00;;311000100;0;311000100
15.484.093/0001-44;2022-01-01;17;126913;292176;Capital Subscrito;2019-01-30;311000100.00;;311000100;0;311000100
15.484.093/0001-44;2022-01-01;17;126913;292177;Capital Integralizado;2019-01-30;311000100.00;;311000100;0;311000100
15.484.093/0001-44;2022-01-01;17;126913;292178;Capital Emitido;2018-12-27;303000100.00;;303000100;0;303000100
15.484.093/0001-44;2022-01-01;17;126913;292179;Capital Subscrito;2018-12-27;303000100.00;;303000100;0;303000100
15.484.093/0001-44;2022-01-01;17;126913;292180;Capital Integralizado;2018-12-27;303000100.00;;303000100;0;303000100
15.484.093/0001-44;2022-01-01;17;126913;292181;Capital Emitido;2018-12-12;298000100.00;;298000100;0;298000100
15.484.093/0001-44;2022-01-01;17;126913;292182;Capital Subscrito;2018-12-12;298000100.00;;298000100;0;298000100
15.484.093/0001-44;2022-01-01;17;126913;292183;Capital Integralizado;2018-12-12;298000100.00;;298000100;0;298000100
15.484.093/0001-44;2022-01-01;17;126913;292184;Capital Autorizado;2018-12-12;698000100.00;;698000100;0;698000100
15.484.093/0001-44;2022-01-01;17;126913;292185;Capital Emitido;2017-07-10;203000100.00;;203000100;0;203000100
15.484.093/0001-44;2022-01-01;17;126913;292186;Capital Subscrito;2017-07-10;203000100.00;;203000100;0;203000100
15.484.093/0001-44;2022-01-01;17;126913;292187;Capital Integralizado;2017-07-10;203000100.00;;203000100;0;203000100
15.484.093/0001-44;2022-01-01;17;126913;292188;Capital Emitido;2017-04-10;178000100.00;;178000100;0;178000100
15.484.093/0001-44;2022-01-01;17;126913;292189;Capital Subscrito;2017-04-10;178000100.00;;178000100;0;178000100
15.484.093/0001-44;2022-01-01;17;126913;292190;Capital Integralizado;2017-04-10;178000100.00;;178000100;0;178000100
15.484.093/0001-44;2022-01-01;17;126913;292191;Capital Emitido;2017-03-02;164500100.00;;164500100;0;164500100
15.484.093/0001-44;2022-01-01;17;126913;292192;Capital Subscrito;2017-03-02;164500100.00;;164500100;0;164500100
15.484.093/0001-44;2022-01-01;17;126913;292193;Capital Integralizado;2017-03-02;164500100.00;;164500100;0;164500100
15.484.093/0001-44;2022-01-01;17;126913;292194;Capital Emitido;2016-11-09;160000100.00;;160000100;0;160000100
15.484.093/0001-44;2022-01-01;17;126913;292195;Capital Subscrito;2016-11-09;160000100.00;;160000100;0;160000100
15.484.093/0001-44;2022-01-01;17;126913;292196;Capital Integralizado;2016-11-09;160000100.00;;160000100;0;160000100
15.484.093/0001-44;2022-01-01;17;126913;292197;Capital Autorizado;2016-11-09;174700100.00;;174700100;0;174700100
15.484.093/0001-44;2022-01-01;17;126913;292198;Capital Emitido;2014-04-25;150000100.00;;150000100;0;150000100
15.484.093/0001-44;2022-01-01;17;126913;292199;Capital Subscrito;2014-04-25;150000100.00;;150000100;0;150000100
15.484.093/0001-44;2022-01-01;17;126913;292200;Capital Integralizado;2014-04-25;150000100.00;;150000100;0;150000100
15.494.541/0001-90;2022-01-01;2;120262;273032;Capital Emitido;2014-08-26;420000.00;;420000;0;420000
15.494.541/0001-90;2022-01-01;2;120262;273033;Capital Subscrito;2014-08-26;420000.00;;420000;0;420000
15.494.541/0001-90;2022-01-01;2;120262;273034;Capital Integralizado;2014-08-26;420000.00;;420000;0;420000
15.494.541/0001-90;2022-01-01;2;120262;273035;Capital Autorizado;2014-08-26;500000.00;;420000;0;420000
15.578.569/0001-06;2022-01-01;9;127108;292817;Capital Integralizado;2017-12-12;2624558093.54;;3033541675;0;3033541675
15.578.569/0001-06;2022-01-01;9;127108;292818;Capital Subscrito;2017-12-07;2624558093.54;;3033541675;0;3033541675
15.578.569/0001-06;2022-01-01;9;127108;292819;Capital Autorizado;2017-12-07;2624558093.54;;3033541675;0;3033541675
15.578.569/0001-06;2022-01-01;9;127108;292820;Capital Integralizado;2016-11-25;51999640.00;;67532000;0;67532000
15.578.569/0001-06;2022-01-01;9;127108;292821;Capital Integralizado;2016-10-21;89999954.10;;116883000;0;116883000
15.578.569/0001-06;2022-01-01;9;127108;292822;Capital Integralizado;2016-09-29;208000055.90;;270130000;0;270130000
15.578.569/0001-06;2022-01-01;9;127108;292823;Capital Emitido;2016-07-27;349999650.00;;454554000;0;454554000
15.578.569/0001-06;2022-01-01;9;127108;292824;Capital Subscrito;2016-07-27;282999640.00;;222727050;0;222727050
15.578.569/0001-06;2022-01-01;9;127108;292825;Capital Integralizado;2016-07-27;67000010.00;;231817950;0;231817950
15.578.569/0001-06;2022-01-01;9;127108;292826;Capital Autorizado;2016-07-27;349999650.00;;454545000;0;454545000
15.578.569/0001-06;2022-01-01;9;127108;292827;Capital Subscrito;2015-05-05;1424558445.00;;1475100573;0;1475100573
15.578.569/0001-06;2022-01-01;9;127108;292828;Capital Integralizado;2015-05-05;1424558445.00;;1475100573;0;1475100573
15.578.569/0001-06;2022-01-01;9;127108;292829;Capital Autorizado;2015-05-05;1424558445.00;;1475100573;0;1475100573
15.578.569/0001-06;2022-01-01;9;127108;292830;Capital Autorizado;2012-05-23;1955000000.00;;0;0;0
15.675.715/0001-11;2022-01-01;1;121116;276710;Capital Emitido;2020-08-19;27837899.00;N/A;1391894;0;1391894
15.675.715/0001-11;2022-01-01;1;121116;276711;Capital Subscrito;2020-08-19;27837899.00;N/A;1391894;0;1391894
15.675.715/0001-11;2022-01-01;1;121116;276712;Capital Integralizado;2020-08-19;27837899.00;;1391894;0;1391894
15.675.715/0001-11;2022-01-01;1;121116;276713;Capital Autorizado;2020-08-19;2500000000.00;;0;0;0
15.688.041/0001-90;2022-01-01;1;115924;263428;Capital Subscrito;2016-04-30;180000.00;30/06/2019;180000;0;180000
16.233.389/0001-55;2022-01-01;4;126217;291557;Capital Emitido;2023-04-28;669222294.54;;124984765;0;124984765
16.233.389/0001-55;2022-01-01;4;126217;291558;Capital Subscrito;2023-04-28;669222294.54;;124984765;0;124984765
16.233.389/0001-55;2022-01-01;4;126217;291559;Capital Integralizado;2023-04-28;669222294.54;;124984765;0;124984765
16.233.389/0001-55;2022-01-01;4;126217;291560;Capital Autorizado;2020-09-28;1000000000.00;N/A;0;0;0
16.234.171/0001-15;2022-01-01;5;125708;290035;Capital Autorizado;2008-09-04;100000.00;;97768099;196571002;294339101
16.404.287/0001-55;2022-01-01;7;125949;290918;Capital Integralizado;2019-01-10;9269281424.63;;1361263584;0;1361263584
16.404.287/0001-55;2022-01-01;7;125949;290919;Capital Emitido;2018-09-13;9269281424.63;;1361263584;0;1361263584
16.404.287/0001-55;2022-01-01;7;125949;290920;Capital Subscrito;2018-09-13;9269281424.63;;1361263584;0;1361263584
16.404.287/0001-55;2022-01-01;7;125949;290921;Capital Autorizado;2017-09-29;780119712.00;;0;0;0
16.590.234/0001-76;2022-01-01;11;127081;292737;Capital Emitido;2022-09-01;1671715566.61;;110186077;0;110186077
16.590.234/0001-76;2022-01-01;11;127081;292738;Capital Subscrito;2022-09-01;1671715566.61;;110186077;0;110186077
16.590.234/0001-76;2022-01-01;11;127081;292739;Capital Integralizado;2022-09-01;1671715566.61;;110186077;0;110186077
16.590.234/0001-76;2022-01-01;11;127081;292740;Capital Autorizado;2021-04-29;2000000000.00;;0;0;0
16.614.075/0001-00;2022-01-01;8;127348;293556;Capital Integralizado;2015-05-07;752982399.00;;150000000;0;150000000
16.670.085/0001-55;2022-01-01;9;126982;292424;Capital Autorizado;2023-04-25;0.00;;2000000000;0;2000000000
16.670.085/0001-55;2022-01-01;9;126982;292425;Capital Emitido;2023-03-07;12331397546.75;;988435930;0;988435930
16.670.085/0001-55;2022-01-01;9;126982;292426;Capital Subscrito;2023-03-07;12331397546.75;;988435930;0;988435930
16.670.085/0001-55;2022-01-01;9;126982;292427;Capital Integralizado;2023-03-07;12331397546.75;;988435930;0;988435930
16.676.520/0001-59;2022-01-01;8;127251;293306;Capital Emitido;2021-10-29;1355181748.70;N/A;382329821;0;382329821
16.676.520/0001-59;2022-01-01;8;127251;293307;Capital Subscrito;2021-10-29;1355181748.70;;382329821;0;382329821
16.676.520/0001-59;2022-01-01;8;127251;293308;Capital Integralizado;2021-10-29;1355181748.70;;382329821;0;382329821
16.676.520/0001-59;2022-01-01;8;127251;293309;Capital Autorizado;2021-02-10;4000000000.00;N/A;0;0;0
16.811.931/0001-00;2022-01-01;4;121196;276958;Capital Emitido;2020-12-11;1606625442.65;;22415794;0;22415794
16.811.931/0001-00;2022-01-01;4;121196;276959;Capital Subscrito;2020-12-11;1606625442.65;;22415794;0;22415794
16.811.931/0001-00;2022-01-01;4;121196;276960;Capital Integralizado;2020-12-11;1606625442.65;;22415794;0;22415794
16.811.931/0001-00;2022-01-01;4;121196;276961;Capital Autorizado;2020-09-22;6300632855.65;;0;0;0
16.838.421/0001-26;2022-01-01;2;123820;284703;Capital Emitido;2022-05-11;4397266046.22;N/A;4283056588;0;4283056588
16.838.421/0001-26;2022-01-01;2;123820;284704;Capital Subscrito;2022-05-11;4397266046.22;;4283056588;0;4283056588
16.838.421/0001-26;2022-01-01;2;123820;284705;Capital Integralizado;2022-05-11;4397266046.22;;4283056588;0;4283056588
16.922.038/0001-51;2022-01-01;7;124850;286568;Capital Emitido;2022-07-12;633130667.06;;200243184;0;200243184
16.922.038/0001-51;2022-01-01;7;124850;286569;Capital Subscrito;2022-07-12;633130667.06;;200243184;0;200243184
